,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
18,P22.5_E20_S225_PosCL_H75,20,22.5,225,CL,2.31001,1.71558,16,2.8,0.83
19,P22.5_E20_S225_PosEL_H75,20,22.5,225,EL,6.21169,1.11489,16,2.8,2.22
20,P22.5_E20_S225_PosIL_H75,20,22.5,225,IL,4.55515,0.551692,16,2.8,1.63
21,P22.5_E20_S250_PosCL_H75,20,22.5,250,CL,2.29408,1.67056,16,2.8,0.82
22,P22.5_E20_S250_PosEL_H75,20,22.5,250,EL,6.07941,1.10668,16,2.8,2.17
23,P22.5_E20_S250_PosIL_H75,20,22.5,250,IL,4.45458,0.548195,16,2.8,1.59
24,P22.5_E20_S275_PosCL_H75,20,22.5,275,CL,2.28,1.63009,16,2.8,0.81
25,P22.5_E20_S275_PosEL_H75,20,22.5,275,EL,5.95621,1.09891,16,2.8,2.13
26,P22.5_E20_S275_PosIL_H75,20,22.5,275,IL,4.36114,0.544946,16,2.8,1.56
27,P22.5_E20_S300_PosCL_H75,20,22.5,300,CL,2.26746,1.59346,16,2.8,0.81
28,P22.5_E20_S300_PosEL_H75,20,22.5,300,EL,5.84112,1.09154,16,2.8,2.09
29,P22.5_E20_S300_PosIL_H75,20,22.5,300,IL,4.27407,0.542842,16,2.8,1.53
30,P25_E20_S200_PosCL_H75,20,25,200,CL,2.67085,1.9364,16,2.8,0.95
31,P25_E20_S200_PosEL_H75,20,25,200,EL,6.75121,1.18405,16,2.8,2.41
32,P25_E20_S200_PosIL_H75,20,25,200,IL,5.06668,0.582519,16,2.8,1.81
33,P25_E20_S225_PosCL_H75,20,25,225,CL,2.64728,1.87897,16,2.8,0.95
34,P25_E20_S225_PosEL_H75,20,25,225,EL,6.59576,1.17413,16,2.8,2.36
35,P25_E20_S225_PosIL_H75,20,25,225,IL,4.94633,0.579526,16,2.8,1.77
36,P25_E20_S250_PosCL_H75,20,25,250,CL,2.62624,1.82784,16,2.8,0.94
37,P25_E20_S250_PosEL_H75,20,25,250,EL,6.45152,1.16477,16,2.8,2.30
38,P25_E20_S250_PosIL_H75,20,25,250,IL,4.83486,0.576722,16,2.8,1.73
39,P25_E20_S275_PosCL_H75,20,25,275,CL,2.60732,1.78193,16,2.8,0.93
40,P25_E20_S275_PosEL_H75,20,25,275,EL,6.31723,1.15593,16,2.8,2.26
41,P25_E20_S275_PosIL_H75,20,25,275,IL,4.73129,0.574086,16,2.8,1.69
42,P25_E20_S300_PosCL_H75,20,25,300,CL,2.59019,1.74041,16,2.8,0.93
43,P25_E20_S300_PosEL_H75,20,25,300,EL,6.1918,1.14755,16,2.8,2.21
44,P25_E20_S300_PosIL_H75,20,25,300,IL,4.63476,0.571602,16,2.8,1.66
45,P27.5_E20_S200_PosCL_H75,20,27.5,200,CL,2.87109,2.05959,16,2.8,1.03
46,P27.5_E20_S200_PosEL_H75,20,27.5,200,EL,7.14265,1.23468,16,2.8,2.55
47,P27.5_E20_S200_PosIL_H75,20,27.5,200,IL,5.41869,0.612247,16,2.8,1.94
48,P27.5_E20_S225_PosCL_H75,20,27.5,225,CL,2.84515,1.9965,16,2.8,1.02
49,P27.5_E20_S225_PosEL_H75,20,27.5,225,EL,6.97493,1.22365,16,2.8,2.49
50,P27.5_E20_S225_PosIL_H75,20,27.5,225,IL,5.28794,0.607704,16,2.8,1.89
51,P27.5_E20_S250_PosCL_H75,20,27.5,250,CL,2.82184,1.94034,16,2.8,1.01
52,P27.5_E20_S250_PosEL_H75,20,27.5,250,EL,6.81933,1.21327,16,2.8,2.44
53,P27.5_E20_S250_PosIL_H75,20,27.5,250,IL,5.16686,0.603435,16,2.8,1.85
54,P27.5_E20_S275_PosCL_H75,20,27.5,275,CL,2.80076,1.88995,16,2.8,1.00
55,P27.5_E20_S275_PosEL_H75,20,27.5,275,EL,6.67448,1.20347,16,2.8,2.38
56,P27.5_E20_S275_PosIL_H75,20,27.5,275,IL,5.05437,0.599412,16,2.8,1.81
57,P27.5_E20_S300_PosCL_H75,20,27.5,300,CL,2.78156,1.84438,16,2.8,0.99
58,P27.5_E20_S300_PosEL_H75,20,27.5,300,EL,6.53922,1.19419,16,2.8,2.34
59,P27.5_E20_S300_PosIL_H75,20,27.5,300,IL,4.94954,0.595612,16,2.8,1.77
60,P30_E20_S200_PosCL_H75,20,30,200,CL,3.05762,2.05184,16,2.8,1.09
61,P30_E20_S200_PosEL_H75,20,30,200,EL,7.51773,1.29827,16,2.8,2.68
62,P30_E20_S200_PosIL_H75,20,30,200,IL,5.82489,0.63682,16,2.8,2.08
63,P30_E20_S225_PosCL_H75,20,30,225,CL,3.03043,1.98951,16,2.8,1.08
64,P30_E20_S225_PosEL_H75,20,30,225,EL,7.33632,1.28584,16,2.8,2.62
65,P30_E20_S225_PosIL_H75,20,30,225,IL,5.68025,0.632994,16,2.8,2.03
66,P30_E20_S250_PosCL_H75,20,30,250,CL,3.00578,1.93405,16,2.8,1.07
67,P30_E20_S250_PosEL_H75,20,30,250,EL,7.16807,1.27414,16,2.8,2.56
68,P30_E20_S250_PosIL_H75,20,30,250,IL,5.54628,0.629412,16,2.8,1.98
69,P30_E20_S275_PosCL_H75,20,30,275,CL,2.98328,1.88427,16,2.8,1.07
70,P30_E20_S275_PosEL_H75,20,30,275,EL,7.01148,1.2631,16,2.8,2.50
71,P30_E20_S275_PosIL_H75,20,30,275,IL,5.42177,0.626046,16,2.8,1.94
72,P30_E20_S300_PosCL_H75,20,30,300,CL,2.96264,1.83927,16,2.8,1.06
73,P30_E20_S300_PosEL_H75,20,30,300,EL,6.8653,1.25265,16,2.8,2.45
74,P30_E20_S300_PosIL_H75,20,30,300,IL,5.30679,0.622874,16,2.8,1.90
75,P20_E25_S200_PosCL_H75,25,20,200,CL,2.36326,1.86184,25,3.5,0.68
76,P20_E25_S200_PosEL_H75,25,20,200,EL,6.08806,1.06987,25,3.5,1.74
77,P20_E25_S200_PosIL_H75,25,20,200,IL,4.4089,0.540294,25,3.5,1.26
78,P20_E25_S225_PosCL_H75,25,20,225,CL,2.34473,1.81152,25,3.5,0.67
79,P20_E25_S225_PosEL_H75,25,20,225,EL,5.9707,1.06318,25,3.5,1.71
80,P20_E25_S225_PosIL_H75,25,20,225,IL,4.32028,0.537322,25,3.5,1.23
81,P20_E25_S250_PosCL_H75,25,20,250,CL,2.32827,1.7663,25,3.5,0.67
82,P20_E25_S250_PosEL_H75,25,20,250,EL,5.86072,1.05683,25,3.5,1.67
83,P20_E25_S250_PosIL_H75,25,20,250,IL,4.23738,0.534506,25,3.5,1.21
84,P20_E25_S275_PosCL_H75,25,20,275,CL,2.31354,1.72539,25,3.5,0.66
85,P20_E25_S275_PosEL_H75,25,20,275,EL,5.75741,1.05078,25,3.5,1.64
86,P20_E25_S275_PosIL_H75,25,20,275,IL,4.15965,0.531833,25,3.5,1.19
87,P20_E25_S300_PosCL_H75,25,20,300,CL,2.3003,1.68813,25,3.5,0.66
88,P20_E25_S300_PosEL_H75,25,20,300,EL,5.66011,1.045,25,3.5,1.62
89,P20_E25_S300_PosIL_H75,25,20,300,IL,4.08667,0.52929,25,3.5,1.17
90,P22.5_E25_S200_PosCL_H75,25,22.5,200,CL,2.36326,1.86184,25,3.5,0.68
91,P22.5_E25_S200_PosEL_H75,25,22.5,200,EL,6.60835,1.13878,25,3.5,1.89
92,P22.5_E25_S200_PosIL_H75,25,22.5,200,IL,4.85787,0.561896,25,3.5,1.39
93,P22.5_E25_S225_PosCL_H75,25,22.5,225,CL,2.34473,1.81152,25,3.5,0.67
94,P22.5_E25_S225_PosEL_H75,25,22.5,225,EL,6.47775,1.13102,25,3.5,1.85
95,P22.5_E25_S225_PosIL_H75,25,22.5,225,IL,4.75803,0.558568,25,3.5,1.36
96,P22.5_E25_S250_PosCL_H75,25,22.5,250,CL,2.32827,1.7663,25,3.5,0.67
97,P22.5_E25_S250_PosEL_H75,25,22.5,250,EL,6.35539,1.12365,25,3.5,1.82
98,P22.5_E25_S250_PosIL_H75,25,22.5,250,IL,4.66462,0.555414,25,3.5,1.33
99,P22.5_E25_S275_PosCL_H75,25,22.5,275,CL,2.31354,1.72539,25,3.5,0.66
100,P22.5_E25_S275_PosEL_H75,25,22.5,275,EL,6.24045,1.11663,25,3.5,1.78
101,P22.5_E25_S275_PosIL_H75,25,22.5,275,IL,4.57703,0.552419,25,3.5,1.31
102,P22.5_E25_S300_PosCL_H75,25,22.5,300,CL,2.3003,1.68813,25,3.5,0.66
103,P22.5_E25_S300_PosEL_H75,25,22.5,300,EL,6.13224,1.10994,25,3.5,1.75
104,P22.5_E25_S300_PosIL_H75,25,22.5,300,IL,4.4947,0.54957,25,3.5,1.28
105,P25_E25_S200_PosCL_H75,25,25,200,CL,2.7154,2.04531,25,3.5,0.78
106,P25_E25_S200_PosEL_H75,25,25,200,EL,7.02848,1.20133,25,3.5,2.01
107,P25_E25_S200_PosIL_H75,25,25,200,IL,5.28183,0.587769,25,3.5,1.51
108,P25_E25_S225_PosCL_H75,25,25,225,CL,2.69209,1.98804,25,3.5,0.77
109,P25_E25_S225_PosEL_H75,25,25,225,EL,6.88597,1.19249,25,3.5,1.97
110,P25_E25_S225_PosIL_H75,25,25,225,IL,5.17117,0.585069,25,3.5,1.48
111,P25_E25_S250_PosCL_H75,25,25,250,CL,2.67105,1.93661,25,3.5,0.76
112,P25_E25_S250_PosEL_H75,25,25,250,EL,6.75249,1.18409,25,3.5,1.93
113,P25_E25_S250_PosIL_H75,25,25,250,IL,5.06765,0.582521,25,3.5,1.45
114,P25_E25_S275_PosCL_H75,25,25,275,CL,2.65196,1.89011,25,3.5,0.76
115,P25_E25_S275_PosEL_H75,25,25,275,EL,6.62713,1.1761,25,3.5,1.89
116,P25_E25_S275_PosIL_H75,25,25,275,IL,4.97057,0.58011,25,3.5,1.42
117,P25_E25_S300_PosCL_H75,25,25,300,CL,2.63455,1.84779,25,3.5,0.75
118,P25_E25_S300_PosEL_H75,25,25,300,EL,6.50912,1.16849,25,3.5,1.86
119,P25_E25_S300_PosIL_H75,25,25,300,IL,4.87932,0.577823,25,3.5,1.39
120,P27.5_E25_S200_PosCL_H75,25,27.5,200,CL,2.91968,2.17929,25,3.5,0.83
121,P27.5_E25_S200_PosEL_H75,25,27.5,200,EL,7.44188,1.25393,25,3.5,2.13
122,P27.5_E25_S200_PosIL_H75,25,27.5,200,IL,5.65244,0.62017,25,3.5,1.61
123,P27.5_E25_S225_PosCL_H75,25,27.5,225,CL,2.89432,2.11633,25,3.5,0.83
124,P27.5_E25_S225_PosEL_H75,25,27.5,225,EL,7.28807,1.24407,25,3.5,2.08
125,P27.5_E25_S225_PosIL_H75,25,27.5,225,IL,5.53221,0.616103,25,3.5,1.58
126,P27.5_E25_S250_PosCL_H75,25,27.5,250,CL,2.87131,2.05982,25,3.5,0.82
127,P27.5_E25_S250_PosEL_H75,25,27.5,250,EL,7.14403,1.23473,25,3.5,2.04
128,P27.5_E25_S250_PosIL_H75,25,27.5,250,IL,5.41975,0.61225,25,3.5,1.55
129,P27.5_E25_S275_PosCL_H75,25,27.5,275,CL,2.85032,2.00873,25,3.5,0.81
130,P27.5_E25_S275_PosEL_H75,25,27.5,275,EL,7.00877,1.22585,25,3.5,2.00
131,P27.5_E25_S275_PosIL_H75,25,27.5,275,IL,5.31428,0.608592,25,3.5,1.52
132,P27.5_E25_S300_PosCL_H75,25,27.5,300,CL,2.83107,1.96226,25,3.5,0.81
133,P27.5_E25_S300_PosEL_H75,25,27.5,300,EL,6.88146,1.21739,25,3.5,1.97
134,P27.5_E25_S300_PosIL_H75,25,27.5,300,IL,5.21516,0.605113,25,3.5,1.49
135,P30_E25_S200_PosCL_H75,25,30,200,CL,3.10791,2.17011,25,3.5,0.89
136,P30_E25_S200_PosEL_H75,25,30,200,EL,7.8415,1.31997,25,3.5,2.24
137,P30_E25_S200_PosIL_H75,25,30,200,IL,6.08336,0.643531,25,3.5,1.74
138,P30_E25_S225_PosCL_H75,25,30,225,CL,3.0818,2.10789,25,3.5,0.88
139,P30_E25_S225_PosEL_H75,25,30,225,EL,7.67506,1.30886,25,3.5,2.19
140,P30_E25_S225_PosIL_H75,25,30,225,IL,5.95043,0.640079,25,3.5,1.70
141,P30_E25_S250_PosCL_H75,25,30,250,CL,3.05789,2.05206,25,3.5,0.87
142,P30_E25_S250_PosEL_H75,25,30,250,EL,7.51922,1.29832,25,3.5,2.15
143,P30_E25_S250_PosIL_H75,25,30,250,IL,5.82605,0.636822,25,3.5,1.66
144,P30_E25_S275_PosCL_H75,25,30,275,CL,3.03591,2.00159,25,3.5,0.87
145,P30_E25_S275_PosEL_H75,25,30,275,EL,7.37291,1.28831,25,3.5,2.11
146,P30_E25_S275_PosIL_H75,25,30,275,IL,5.70939,0.63374,25,3.5,1.63
147,P30_E25_S300_PosCL_H75,25,30,300,CL,3.0156,1.95568,25,3.5,0.86
148,P30_E25_S300_PosEL_H75,25,30,300,EL,7.23524,1.27878,25,3.5,2.07
149,P30_E25_S300_PosIL_H75,25,30,300,IL,5.59972,0.630818,25,3.5,1.60
150,P20_E30_S200_PosCL_H75,30,20,200,CL,2.39196,1.93888,36,4.2,0.57
151,P20_E30_S200_PosEL_H75,30,20,200,EL,6.25839,1.08147,36,4.2,1.49
152,P20_E30_S200_PosIL_H75,30,20,200,IL,4.53771,0.544529,36,4.2,1.08
153,P20_E30_S225_PosCL_H75,30,20,225,CL,2.3735,1.88938,36,4.2,0.57
154,P20_E30_S225_PosEL_H75,30,20,225,EL,6.15059,1.07367,36,4.2,1.46
155,P20_E30_S225_PosIL_H75,30,20,225,IL,4.45615,0.541845,36,4.2,1.06
156,P20_E30_S250_PosCL_H75,30,20,250,CL,2.35691,1.84458,36,4.2,0.56
157,P20_E30_S250_PosEL_H75,30,20,250,EL,6.04884,1.06762,36,4.2,1.44
158,P20_E30_S250_PosIL_H75,30,20,250,IL,4.37926,0.539287,36,4.2,1.04
159,P20_E30_S275_PosCL_H75,30,20,275,CL,2.34193,1.80379,36,4.2,0.56
160,P20_E30_S275_PosEL_H75,30,20,275,EL,5.95262,1.06212,36,4.2,1.42
161,P20_E30_S275_PosIL_H75,30,20,275,IL,4.30663,0.536844,36,4.2,1.03
162,P20_E30_S300_PosCL_H75,30,20,300,CL,2.32833,1.76643,36,4.2,0.55
163,P20_E30_S300_PosEL_H75,30,20,300,EL,5.86143,1.05685,36,4.2,1.40
164,P20_E30_S300_PosIL_H75,30,20,300,IL,4.2379,0.534507,36,4.2,1.01
165,P22.5_E30_S200_PosCL_H75,30,22.5,200,CL,2.39196,1.93888,36,4.2,0.57
166,P22.5_E30_S200_PosEL_H75,30,22.5,200,EL,6.79794,1.14984,36,4.2,1.62
167,P22.5_E30_S200_PosIL_H75,30,22.5,200,IL,5.00299,0.566637,36,4.2,1.19
168,P22.5_E30_S225_PosCL_H75,30,22.5,225,CL,2.3735,1.88938,36,4.2,0.57
169,P22.5_E30_S225_PosEL_H75,30,22.5,225,EL,6.67794,1.14285,36,4.2,1.59
170,P22.5_E30_S225_PosIL_H75,30,22.5,225,IL,4.9111,0.563633,36,4.2,1.17
171,P22.5_E30_S250_PosCL_H75,30,22.5,250,CL,2.35691,1.84458,36,4.2,0.56
172,P22.5_E30_S250_PosEL_H75,30,22.5,250,EL,6.5647,1.13617,36,4.2,1.56
173,P22.5_E30_S250_PosIL_H75,30,22.5,250,IL,4.82447,0.560769,36,4.2,1.15
174,P22.5_E30_S275_PosCL_H75,30,22.5,275,CL,2.34193,1.80379,36,4.2,0.56
175,P22.5_E30_S275_PosEL_H75,30,22.5,275,EL,6.45762,1.12979,36,4.2,1.54
176,P22.5_E30_S275_PosIL_H75,30,22.5,275,IL,4.74264,0.558033,36,4.2,1.13
177,P22.5_E30_S300_PosCL_H75,30,22.5,300,CL,2.32833,1.76643,36,4.2,0.55
178,P22.5_E30_S300_PosEL_H75,30,22.5,300,EL,6.35617,1.12367,36,4.2,1.51
179,P22.5_E30_S300_PosIL_H75,30,22.5,300,IL,4.6652,0.555416,36,4.2,1.11
180,P25_E30_S200_PosCL_H75,30,25,200,CL,2.75091,2.13306,36,4.2,0.65
181,P25_E30_S200_PosEL_H75,30,25,200,EL,7.23539,1.21394,36,4.2,1.72
182,P25_E30_S200_PosIL_H75,30,25,200,IL,5.44265,0.591636,36,4.2,1.30
183,P25_E30_S225_PosCL_H75,30,25,225,CL,2.7282,2.07667,36,4.2,0.65
184,P25_E30_S225_PosEL_H75,30,25,225,EL,7.10442,1.20597,36,4.2,1.69
185,P25_E30_S225_PosIL_H75,30,25,225,IL,5.34082,0.589183,36,4.2,1.27
186,P25_E30_S250_PosCL_H75,30,25,250,CL,2.7075,2.02566,36,4.2,0.64
187,P25_E30_S250_PosEL_H75,30,25,250,EL,6.98085,1.19836,36,4.2,1.66
188,P25_E30_S250_PosIL_H75,30,25,250,IL,5.24481,0.586853,36,4.2,1.25
189,P25_E30_S275_PosCL_H75,30,25,275,CL,2.68857,1.97924,36,4.2,0.64
190,P25_E30_S275_PosEL_H75,30,25,275,EL,6.86402,1.19109,36,4.2,1.63
191,P25_E30_S275_PosIL_H75,30,25,275,IL,5.15412,0.584636,36,4.2,1.23
192,P25_E30_S300_PosCL_H75,30,25,300,CL,2.67118,1.93675,36,4.2,0.64
193,P25_E30_S300_PosEL_H75,30,25,300,EL,6.75334,1.18412,36,4.2,1.61
194,P25_E30_S300_PosIL_H75,30,25,300,IL,5.0683,0.582522,36,4.2,1.21
195,P27.5_E30_S200_PosCL_H75,30,27.5,200,CL,2.95802,2.27578,36,4.2,0.70
196,P27.5_E30_S200_PosEL_H75,30,27.5,200,EL,7.66522,1.26799,36,4.2,1.83
197,P27.5_E30_S200_PosIL_H75,30,27.5,200,IL,5.82719,0.625966,36,4.2,1.39
198,P27.5_E30_S225_PosCL_H75,30,27.5,225,CL,2.93353,2.21377,36,4.2,0.70
199,P27.5_E30_S225_PosEL_H75,30,27.5,225,EL,7.52384,1.2591,36,4.2,1.79
200,P27.5_E30_S225_PosIL_H75,30,27.5,225,IL,5.71654,0.622294,36,4.2,1.36
201,P27.5_E30_S250_PosCL_H75,30,27.5,250,CL,2.91111,2.15769,36,4.2,0.69
202,P27.5_E30_S250_PosEL_H75,30,27.5,250,EL,7.39047,1.25061,36,4.2,1.76
203,P27.5_E30_S250_PosIL_H75,30,27.5,250,IL,5.61222,0.618792,36,4.2,1.34
204,P27.5_E30_S275_PosCL_H75,30,27.5,275,CL,2.89049,2.10666,36,4.2,0.69
205,P27.5_E30_S275_PosEL_H75,30,27.5,275,EL,7.26438,1.24251,36,4.2,1.73
206,P27.5_E30_S275_PosIL_H75,30,27.5,275,IL,5.51368,0.615449,36,4.2,1.31
207,P27.5_E30_S300_PosCL_H75,30,27.5,300,CL,2.87146,2.05997,36,4.2,0.68
208,P27.5_E30_S300_PosEL_H75,30,27.5,300,EL,7.14495,1.23476,36,4.2,1.70
209,P27.5_E30_S300_PosIL_H75,30,27.5,300,IL,5.42045,0.612251,36,4.2,1.29
210,P30_E30_S200_PosCL_H75,30,30,200,CL,3.14796,2.26548,36,4.2,0.75
211,P30_E30_S200_PosEL_H75,30,30,200,EL,8.08325,1.33583,36,4.2,1.92
212,P30_E30_S200_PosIL_H75,30,30,200,IL,6.27652,0.648478,36,4.2,1.49
213,P30_E30_S225_PosCL_H75,30,30,225,CL,3.12212,2.20418,36,4.2,0.74
214,P30_E30_S225_PosEL_H75,30,30,225,EL,7.93021,1.3258,36,4.2,1.89
215,P30_E30_S225_PosIL_H75,30,30,225,IL,6.15422,0.645339,36,4.2,1.47
216,P30_E30_S250_PosCL_H75,30,30,250,CL,3.09914,2.14876,36,4.2,0.74
217,P30_E30_S250_PosEL_H75,30,30,250,EL,7.78586,1.31623,36,4.2,1.85
218,P30_E30_S250_PosIL_H75,30,30,250,IL,6.03889,0.64236,36,4.2,1.44
219,P30_E30_S275_PosCL_H75,30,30,275,CL,3.07786,2.09834,36,4.2,0.73
220,P30_E30_S275_PosEL_H75,30,30,275,EL,7.64942,1.30709,36,4.2,1.82
221,P30_E30_S275_PosIL_H75,30,30,275,IL,5.92994,0.639525,36,4.2,1.41
222,P30_E30_S300_PosCL_H75,30,30,300,CL,3.05807,2.05221,36,4.2,0.73
223,P30_E30_S300_PosEL_H75,30,30,300,EL,7.52021,1.29835,36,4.2,1.79
224,P30_E30_S300_PosIL_H75,30,30,300,IL,5.82683,0.636823,36,4.2,1.39
225,P20_E35_S200_PosCL_H75,35,20,200,CL,2.41583,2.00246,49,4.9,0.49
226,P20_E35_S200_PosEL_H75,35,20,200,EL,6.39045,1.09088,49,4.9,1.30
227,P20_E35_S200_PosIL_H75,35,20,200,IL,4.6377,0.547764,49,4.9,0.95
228,P20_E35_S225_PosCL_H75,35,20,225,CL,2.39769,1.95413,49,4.9,0.49
229,P20_E35_S225_PosEL_H75,35,20,225,EL,6.291,1.08379,49,4.9,1.28
230,P20_E35_S225_PosIL_H75,35,20,225,IL,4.56239,0.545322,49,4.9,0.93
231,P20_E35_S250_PosCL_H75,35,20,250,CL,2.38123,1.91009,49,4.9,0.49
232,P20_E35_S250_PosEL_H75,35,20,250,EL,6.1966,1.07699,49,4.9,1.26
233,P20_E35_S250_PosIL_H75,35,20,250,IL,4.49094,0.542981,49,4.9,0.92
234,P20_E35_S275_PosCL_H75,35,20,275,CL,2.36624,1.86976,49,4.9,0.48
235,P20_E35_S275_PosEL_H75,35,20,275,EL,6.10684,1.07089,49,4.9,1.25
236,P20_E35_S275_PosIL_H75,35,20,275,IL,4.42307,0.540736,49,4.9,0.90
237,P20_E35_S300_PosCL_H75,35,20,300,CL,2.35253,1.83265,49,4.9,0.48
238,P20_E35_S300_PosEL_H75,35,20,300,EL,6.02135,1.06604,49,4.9,1.23
239,P20_E35_S300_PosIL_H75,35,20,300,IL,4.35849,0.538579,49,4.9,0.89
240,P22.5_E35_S200_PosCL_H75,35,22.5,200,CL,2.41583,2.00246,49,4.9,0.49
241,P22.5_E35_S200_PosEL_H75,35,22.5,200,EL,6.94496,1.15828,49,4.9,1.42
242,P22.5_E35_S200_PosIL_H75,35,22.5,200,IL,5.11565,0.570257,49,4.9,1.04
243,P22.5_E35_S225_PosCL_H75,35,22.5,225,CL,2.39769,1.95413,49,4.9,0.49
244,P22.5_E35_S225_PosEL_H75,35,22.5,225,EL,6.83424,1.15192,49,4.9,1.39
245,P22.5_E35_S225_PosIL_H75,35,22.5,225,IL,5.0308,0.567524,49,4.9,1.03
246,P22.5_E35_S250_PosCL_H75,35,22.5,250,CL,2.38123,1.91009,49,4.9,0.49
247,P22.5_E35_S250_PosEL_H75,35,22.5,250,EL,6.72916,1.14583,49,4.9,1.37
248,P22.5_E35_S250_PosIL_H75,35,22.5,250,IL,4.9503,0.564905,49,4.9,1.01
249,P22.5_E35_S275_PosCL_H75,35,22.5,275,CL,2.36624,1.86976,49,4.9,0.48
250,P22.5_E35_S275_PosEL_H75,35,22.5,275,EL,6.62925,1.13997,49,4.9,1.35
251,P22.5_E35_S275_PosIL_H75,35,22.5,275,IL,4.87383,0.562391,49,4.9,0.99
252,P22.5_E35_S300_PosCL_H75,35,22.5,300,CL,2.35253,1.83265,49,4.9,0.48
253,P22.5_E35_S300_PosEL_H75,35,22.5,300,EL,6.53411,1.13434,49,4.9,1.33
254,P22.5_E35_S300_PosIL_H75,35,22.5,300,IL,4.80107,0.559976,49,4.9,0.98
255,P25_E35_S200_PosCL_H75,35,25,200,CL,2.77988,2.20555,49,4.9,0.57
256,P25_E35_S200_PosEL_H75,35,25,200,EL,7.39588,1.22355,49,4.9,1.51
257,P25_E35_S200_PosIL_H75,35,25,200,IL,5.56748,0.594609,49,4.9,1.14
258,P25_E35_S225_PosCL_H75,35,25,225,CL,2.75794,2.15044,49,4.9,0.56
259,P25_E35_S225_PosEL_H75,35,25,225,EL,7.27502,1.21631,49,4.9,1.48
260,P25_E35_S225_PosIL_H75,35,25,225,IL,5.47346,0.592363,49,4.9,1.12
261,P25_E35_S250_PosCL_H75,35,25,250,CL,2.73778,2.10026,49,4.9,0.56
262,P25_E35_S250_PosEL_H75,35,25,250,EL,7.16032,1.20936,49,4.9,1.46
263,P25_E35_S250_PosIL_H75,35,25,250,IL,5.38426,0.59022,49,4.9,1.10
264,P25_E35_S275_PosCL_H75,35,25,275,CL,2.71921,2.05432,49,4.9,0.55
265,P25_E35_S275_PosEL_H75,35,25,275,EL,7.05128,1.20269,49,4.9,1.44
266,P25_E35_S275_PosIL_H75,35,25,275,IL,5.29951,0.588171,49,4.9,1.08
267,P25_E35_S300_PosCL_H75,35,25,300,CL,2.70203,2.01207,49,4.9,0.55
268,P25_E35_S300_PosEL_H75,35,25,300,EL,6.94747,1.19627,49,4.9,1.42
269,P25_E35_S300_PosIL_H75,35,25,300,IL,5.21888,0.586209,49,4.9,1.07
270,P27.5_E35_S200_PosCL_H75,35,27.5,200,CL,2.98907,2.35551,49,4.9,0.61
271,P27.5_E35_S200_PosEL_H75,35,27.5,200,EL,7.83848,1.27997,49,4.9,1.60
272,P27.5_E35_S200_PosIL_H75,35,27.5,200,IL,5.96312,0.630395,49,4.9,1.22
273,P27.5_E35_S225_PosCL_H75,35,27.5,225,CL,2.96557,2.29489,49,4.9,0.61
274,P27.5_E35_S225_PosEL_H75,35,27.5,225,EL,7.708,1.27064,49,4.9,1.57
275,P27.5_E35_S225_PosIL_H75,35,27.5,225,IL,5.86067,0.627052,49,4.9,1.20
276,P27.5_E35_S250_PosCL_H75,35,27.5,250,CL,2.94388,2.23971,49,4.9,0.60
277,P27.5_E35_S250_PosEL_H75,35,27.5,250,EL,7.58418,1.26288,49,4.9,1.55
