,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
83,P20_E25_S250_PosIL_H150,25,20,250,IL,1.25433,0.403852,25,3.5,0.36
84,P20_E25_S275_PosCL_H150,25,20,275,CL,0.575758,0.822162,25,3.5,0.16
85,P20_E25_S275_PosEL_H150,25,20,275,EL,1.72101,0.538028,25,3.5,0.49
86,P20_E25_S275_PosIL_H150,25,20,275,IL,1.24909,0.403646,25,3.5,0.36
87,P20_E25_S300_PosCL_H150,25,20,300,CL,0.574008,0.816335,25,3.5,0.16
88,P20_E25_S300_PosEL_H150,25,20,300,EL,1.71424,0.537637,25,3.5,0.49
89,P20_E25_S300_PosIL_H150,25,20,300,IL,1.2439,0.403443,25,3.5,0.36
90,P22.5_E25_S200_PosCL_H150,25,22.5,200,CL,0.643915,0.849058,25,3.5,0.18
91,P22.5_E25_S200_PosEL_H150,25,22.5,200,EL,1.90973,0.556774,25,3.5,0.55
92,P22.5_E25_S200_PosIL_H150,25,22.5,200,IL,1.41277,0.420441,25,3.5,0.40
93,P22.5_E25_S225_PosCL_H150,25,22.5,225,CL,0.64185,0.842229,25,3.5,0.18
94,P22.5_E25_S225_PosEL_H150,25,22.5,225,EL,1.90193,0.556306,25,3.5,0.54
95,P22.5_E25_S225_PosIL_H150,25,22.5,225,IL,1.40675,0.420201,25,3.5,0.40
96,P22.5_E25_S250_PosCL_H150,25,22.5,250,CL,0.639835,0.835606,25,3.5,0.18
97,P22.5_E25_S250_PosEL_H150,25,22.5,250,EL,1.89422,0.555843,25,3.5,0.54
98,P22.5_E25_S250_PosIL_H150,25,22.5,250,IL,1.4008,0.419963,25,3.5,0.40
99,P22.5_E25_S275_PosCL_H150,25,22.5,275,CL,0.637867,0.829178,25,3.5,0.18
100,P22.5_E25_S275_PosEL_H150,25,22.5,275,EL,1.8866,0.555385,25,3.5,0.54
101,P22.5_E25_S275_PosIL_H150,25,22.5,275,IL,1.39493,0.419727,25,3.5,0.40
102,P22.5_E25_S300_PosCL_H150,25,22.5,300,CL,0.635944,0.822937,25,3.5,0.18
103,P22.5_E25_S300_PosEL_H150,25,22.5,300,EL,1.87908,0.554932,25,3.5,0.54
104,P22.5_E25_S300_PosIL_H150,25,22.5,300,IL,1.38913,0.419493,25,3.5,0.40
105,P25_E25_S200_PosCL_H150,25,25,200,CL,0.696376,0.925886,25,3.5,0.20
106,P25_E25_S200_PosEL_H150,25,25,200,EL,2.04787,0.574259,25,3.5,0.59
107,P25_E25_S200_PosIL_H150,25,25,200,IL,1.54754,0.416142,25,3.5,0.44
108,P25_E25_S225_PosCL_H150,25,25,225,CL,0.694068,0.918608,25,3.5,0.20
109,P25_E25_S225_PosEL_H150,25,25,225,EL,2.03932,0.573739,25,3.5,0.58
110,P25_E25_S225_PosIL_H150,25,25,225,IL,1.54084,0.41594,25,3.5,0.44
111,P25_E25_S250_PosCL_H150,25,25,250,CL,0.691812,0.911548,25,3.5,0.20
112,P25_E25_S250_PosEL_H150,25,25,250,EL,2.03088,0.573224,25,3.5,0.58
113,P25_E25_S250_PosIL_H150,25,25,250,IL,1.53423,0.415741,25,3.5,0.44
114,P25_E25_S275_PosCL_H150,25,25,275,CL,0.689607,0.904697,25,3.5,0.20
115,P25_E25_S275_PosEL_H150,25,25,275,EL,2.02254,0.572714,25,3.5,0.58
116,P25_E25_S275_PosIL_H150,25,25,275,IL,1.52769,0.415544,25,3.5,0.44
117,P25_E25_S300_PosCL_H150,25,25,300,CL,0.687451,0.898045,25,3.5,0.20
118,P25_E25_S300_PosEL_H150,25,25,300,EL,2.01431,0.57221,25,3.5,0.58
119,P25_E25_S300_PosIL_H150,25,25,300,IL,1.52124,0.415349,25,3.5,0.43
120,P27.5_E25_S200_PosCL_H150,25,27.5,200,CL,0.759536,0.966781,25,3.5,0.22
121,P27.5_E25_S200_PosEL_H150,25,27.5,200,EL,2.18541,0.592727,25,3.5,0.62
122,P27.5_E25_S200_PosIL_H150,25,27.5,200,IL,1.67002,0.427111,25,3.5,0.48
123,P27.5_E25_S225_PosCL_H150,25,27.5,225,CL,0.75734,0.958962,25,3.5,0.22
124,P27.5_E25_S225_PosEL_H150,25,27.5,225,EL,2.17621,0.592129,25,3.5,0.62
125,P27.5_E25_S225_PosIL_H150,25,27.5,225,IL,1.66277,0.426879,25,3.5,0.48
126,P27.5_E25_S250_PosCL_H150,25,27.5,250,CL,0.755189,0.951378,25,3.5,0.22
127,P27.5_E25_S250_PosEL_H150,25,27.5,250,EL,2.16713,0.591538,25,3.5,0.62
128,P27.5_E25_S250_PosIL_H150,25,27.5,250,IL,1.65561,0.426648,25,3.5,0.47
129,P27.5_E25_S275_PosCL_H150,25,27.5,275,CL,0.75308,0.944019,25,3.5,0.22
130,P27.5_E25_S275_PosEL_H150,25,27.5,275,EL,2.15816,0.590953,25,3.5,0.62
131,P27.5_E25_S275_PosIL_H150,25,27.5,275,IL,1.64853,0.426421,25,3.5,0.47
132,P27.5_E25_S300_PosCL_H150,25,27.5,300,CL,0.751013,0.936873,25,3.5,0.21
133,P27.5_E25_S300_PosEL_H150,25,27.5,300,EL,2.14931,0.590375,25,3.5,0.61
134,P27.5_E25_S300_PosIL_H150,25,27.5,300,IL,1.64154,0.426195,25,3.5,0.47
135,P30_E25_S200_PosCL_H150,25,30,200,CL,0.817968,0.987934,25,3.5,0.23
136,P30_E25_S200_PosEL_H150,25,30,200,EL,2.32989,0.614459,25,3.5,0.67
137,P30_E25_S200_PosIL_H150,25,30,200,IL,1.81384,0.441651,25,3.5,0.52
138,P30_E25_S225_PosCL_H150,25,30,225,CL,0.815549,0.979996,25,3.5,0.23
139,P30_E25_S225_PosEL_H150,25,30,225,EL,2.31991,0.613801,25,3.5,0.66
140,P30_E25_S225_PosIL_H150,25,30,225,IL,1.80587,0.441385,25,3.5,0.52
141,P30_E25_S250_PosCL_H150,25,30,250,CL,0.813177,0.972296,25,3.5,0.23
142,P30_E25_S250_PosEL_H150,25,30,250,EL,2.31006,0.61315,25,3.5,0.66
143,P30_E25_S250_PosIL_H150,25,30,250,IL,1.798,0.441123,25,3.5,0.51
144,P30_E25_S275_PosCL_H150,25,30,275,CL,0.81085,0.964824,25,3.5,0.23
145,P30_E25_S275_PosEL_H150,25,30,275,EL,2.30033,0.612505,25,3.5,0.66
146,P30_E25_S275_PosIL_H150,25,30,275,IL,1.79022,0.440864,25,3.5,0.51
147,P30_E25_S300_PosCL_H150,25,30,300,CL,0.808566,0.957568,25,3.5,0.23
148,P30_E25_S300_PosEL_H150,25,30,300,EL,2.29072,0.611868,25,3.5,0.65
149,P30_E25_S300_PosIL_H150,25,30,300,IL,1.78254,0.440607,25,3.5,0.51
150,P20_E30_S200_PosCL_H150,30,20,200,CL,0.5839,0.849593,36,4.2,0.14
151,P20_E30_S200_PosEL_H150,30,20,200,EL,1.75148,0.539772,36,4.2,0.42
152,P20_E30_S200_PosIL_H150,30,20,200,IL,1.27241,0.404553,36,4.2,0.30
153,P20_E30_S225_PosCL_H150,30,20,225,CL,0.582269,0.844039,36,4.2,0.14
154,P20_E30_S225_PosEL_H150,30,20,225,EL,1.74552,0.539431,36,4.2,0.42
155,P20_E30_S225_PosIL_H150,30,20,225,IL,1.26785,0.404376,36,4.2,0.30
156,P20_E30_S250_PosCL_H150,30,20,250,CL,0.580673,0.838629,36,4.2,0.14
157,P20_E30_S250_PosEL_H150,30,20,250,EL,1.73962,0.539094,36,4.2,0.41
158,P20_E30_S250_PosIL_H150,30,20,250,IL,1.26334,0.4042,36,4.2,0.30
159,P20_E30_S275_PosCL_H150,30,20,275,CL,0.57911,0.833356,36,4.2,0.14
160,P20_E30_S275_PosEL_H150,30,20,275,EL,1.73379,0.538759,36,4.2,0.41
161,P20_E30_S275_PosIL_H150,30,20,275,IL,1.25887,0.404026,36,4.2,0.30
162,P20_E30_S300_PosCL_H150,30,20,300,CL,0.57758,0.828215,36,4.2,0.14
163,P20_E30_S300_PosEL_H150,30,20,300,EL,1.72802,0.538427,36,4.2,0.41
164,P20_E30_S300_PosIL_H150,30,20,300,IL,1.25445,0.403853,36,4.2,0.30
165,P22.5_E30_S200_PosCL_H150,30,22.5,200,CL,0.646781,0.858559,36,4.2,0.15
166,P22.5_E30_S200_PosEL_H150,30,22.5,200,EL,1.92049,0.55741,36,4.2,0.46
167,P22.5_E30_S200_PosIL_H150,30,22.5,200,IL,1.42105,0.420768,36,4.2,0.34
168,P22.5_E30_S225_PosCL_H150,30,22.5,225,CL,0.645,0.85261,36,4.2,0.15
169,P22.5_E30_S225_PosEL_H150,30,22.5,225,EL,1.91386,0.557015,36,4.2,0.46
170,P22.5_E30_S225_PosIL_H150,30,22.5,225,IL,1.41595,0.420564,36,4.2,0.34
171,P22.5_E30_S250_PosCL_H150,30,22.5,250,CL,0.643254,0.846815,36,4.2,0.15
172,P22.5_E30_S250_PosEL_H150,30,22.5,250,EL,1.9073,0.556622,36,4.2,0.45
173,P22.5_E30_S250_PosIL_H150,30,22.5,250,IL,1.41089,0.420363,36,4.2,0.34
174,P22.5_E30_S275_PosCL_H150,30,22.5,275,CL,0.641544,0.841167,36,4.2,0.15
175,P22.5_E30_S275_PosEL_H150,30,22.5,275,EL,1.90082,0.556234,36,4.2,0.45
176,P22.5_E30_S275_PosIL_H150,30,22.5,275,IL,1.40589,0.420163,36,4.2,0.33
177,P22.5_E30_S300_PosCL_H150,30,22.5,300,CL,0.639867,0.83566,36,4.2,0.15
178,P22.5_E30_S300_PosEL_H150,30,22.5,300,EL,1.8944,0.555848,36,4.2,0.45
179,P22.5_E30_S300_PosIL_H150,30,22.5,300,IL,1.40094,0.419964,36,4.2,0.33
180,P25_E30_S200_PosCL_H150,30,25,200,CL,0.69958,0.936014,36,4.2,0.17
181,P25_E30_S200_PosEL_H150,30,25,200,EL,2.05964,0.574967,36,4.2,0.49
182,P25_E30_S200_PosIL_H150,30,25,200,IL,1.55675,0.416416,36,4.2,0.37
183,P25_E30_S225_PosCL_H150,30,25,225,CL,0.697591,0.929673,36,4.2,0.17
184,P25_E30_S225_PosEL_H150,30,25,225,EL,2.05239,0.574527,36,4.2,0.49
185,P25_E30_S225_PosIL_H150,30,25,225,IL,1.55107,0.416245,36,4.2,0.37
186,P25_E30_S250_PosCL_H150,30,25,250,CL,0.69564,0.923496,36,4.2,0.17
187,P25_E30_S250_PosEL_H150,30,25,250,EL,2.04521,0.574091,36,4.2,0.49
188,P25_E30_S250_PosIL_H150,30,25,250,IL,1.54545,0.416076,36,4.2,0.37
189,P25_E30_S275_PosCL_H150,30,25,275,CL,0.693727,0.917475,36,4.2,0.17
190,P25_E30_S275_PosEL_H150,30,25,275,EL,2.0381,0.573658,36,4.2,0.49
191,P25_E30_S275_PosIL_H150,30,25,275,IL,1.53988,0.415908,36,4.2,0.37
192,P25_E30_S300_PosCL_H150,30,25,300,CL,0.69185,0.911606,36,4.2,0.16
193,P25_E30_S300_PosEL_H150,30,25,300,EL,2.03108,0.57323,36,4.2,0.48
194,P25_E30_S300_PosIL_H150,30,25,300,IL,1.53438,0.415742,36,4.2,0.37
195,P27.5_E30_S200_PosCL_H150,30,27.5,200,CL,0.762583,0.977661,36,4.2,0.18
196,P27.5_E30_S200_PosEL_H150,30,27.5,200,EL,2.19807,0.593541,36,4.2,0.52
197,P27.5_E30_S200_PosIL_H150,30,27.5,200,IL,1.68,0.427428,36,4.2,0.40
198,P27.5_E30_S225_PosCL_H150,30,27.5,225,CL,0.760699,0.970849,36,4.2,0.18
199,P27.5_E30_S225_PosEL_H150,30,27.5,225,EL,2.19027,0.593035,36,4.2,0.52
200,P27.5_E30_S225_PosIL_H150,30,27.5,225,IL,1.67385,0.42723,36,4.2,0.40
201,P27.5_E30_S250_PosCL_H150,30,27.5,250,CL,0.758847,0.964213,36,4.2,0.18
202,P27.5_E30_S250_PosEL_H150,30,27.5,250,EL,2.18254,0.592534,36,4.2,0.52
203,P27.5_E30_S250_PosIL_H150,30,27.5,250,IL,1.66776,0.427035,36,4.2,0.40
204,P27.5_E30_S275_PosCL_H150,30,27.5,275,CL,0.757026,0.957746,36,4.2,0.18
205,P27.5_E30_S275_PosEL_H150,30,27.5,275,EL,2.1749,0.592037,36,4.2,0.52
206,P27.5_E30_S275_PosIL_H150,30,27.5,275,IL,1.66173,0.426842,36,4.2,0.40
207,P27.5_E30_S300_PosCL_H150,30,27.5,300,CL,0.755236,0.95144,36,4.2,0.18
208,P27.5_E30_S300_PosEL_H150,30,27.5,300,EL,2.16734,0.591545,36,4.2,0.52
209,P27.5_E30_S300_PosIL_H150,30,27.5,300,IL,1.65577,0.42665,36,4.2,0.39
210,P30_E30_S200_PosCL_H150,30,30,200,CL,0.821323,0.99898,36,4.2,0.20
211,P30_E30_S200_PosEL_H150,30,30,200,EL,2.34363,0.615356,36,4.2,0.56
212,P30_E30_S200_PosIL_H150,30,30,200,IL,1.8248,0.442011,36,4.2,0.43
213,P30_E30_S225_PosCL_H150,30,30,225,CL,0.81925,0.992064,36,4.2,0.20
214,P30_E30_S225_PosEL_H150,30,30,225,EL,2.33516,0.614799,36,4.2,0.56
215,P30_E30_S225_PosIL_H150,30,30,225,IL,1.81804,0.441786,36,4.2,0.43
216,P30_E30_S250_PosCL_H150,30,30,250,CL,0.817211,0.985327,36,4.2,0.19
217,P30_E30_S250_PosEL_H150,30,30,250,EL,2.32678,0.614246,36,4.2,0.55
218,P30_E30_S250_PosIL_H150,30,30,250,IL,1.81135,0.441564,36,4.2,0.43
219,P30_E30_S275_PosCL_H150,30,30,275,CL,0.815205,0.97876,36,4.2,0.19
220,P30_E30_S275_PosEL_H150,30,30,275,EL,2.31849,0.613699,36,4.2,0.55
221,P30_E30_S275_PosIL_H150,30,30,275,IL,1.80473,0.441343,36,4.2,0.43
222,P30_E30_S300_PosCL_H150,30,30,300,CL,0.81323,0.972359,36,4.2,0.19
223,P30_E30_S300_PosEL_H150,30,30,300,EL,2.31029,0.613157,36,4.2,0.55
224,P30_E30_S300_PosIL_H150,30,30,300,IL,1.79818,0.441125,36,4.2,0.43
225,P20_E35_S200_PosCL_H150,35,20,200,CL,0.585831,0.856164,49,4.9,0.12
226,P20_E35_S200_PosEL_H150,35,20,200,EL,1.75849,0.540169,49,4.9,0.36
227,P20_E35_S200_PosIL_H150,35,20,200,IL,1.27777,0.404759,49,4.9,0.26
228,P20_E35_S225_PosCL_H150,35,20,225,CL,0.584394,0.851247,49,4.9,0.12
229,P20_E35_S225_PosEL_H150,35,20,225,EL,1.75331,0.539874,49,4.9,0.36
230,P20_E35_S225_PosIL_H150,35,20,225,IL,1.27381,0.404605,49,4.9,0.26
231,P20_E35_S250_PosCL_H150,35,20,250,CL,0.582985,0.846441,49,4.9,0.12
232,P20_E35_S250_PosEL_H150,35,20,250,EL,1.74818,0.53958,49,4.9,0.36
233,P20_E35_S250_PosIL_H150,35,20,250,IL,1.26989,0.404453,49,4.9,0.26
234,P20_E35_S275_PosCL_H150,35,20,275,CL,0.581601,0.841742,49,4.9,0.12
235,P20_E35_S275_PosEL_H150,35,20,275,EL,1.7431,0.53929,49,4.9,0.36
236,P20_E35_S275_PosIL_H150,35,20,275,IL,1.266,0.404302,49,4.9,0.26
237,P20_E35_S300_PosCL_H150,35,20,300,CL,0.580243,0.837147,49,4.9,0.12
238,P20_E35_S300_PosEL_H150,35,20,300,EL,1.73807,0.539001,49,4.9,0.35
239,P20_E35_S300_PosIL_H150,35,20,300,IL,1.26214,0.404152,49,4.9,0.26
240,P22.5_E35_S200_PosCL_H150,35,22.5,200,CL,0.648888,0.865598,49,4.9,0.13
241,P22.5_E35_S200_PosEL_H150,35,22.5,200,EL,1.92828,0.557871,49,4.9,0.39
242,P22.5_E35_S200_PosIL_H150,35,22.5,200,IL,1.42706,0.421003,49,4.9,0.29
243,P22.5_E35_S225_PosCL_H150,35,22.5,225,CL,0.647322,0.860331,49,4.9,0.13
244,P22.5_E35_S225_PosEL_H150,35,22.5,225,EL,1.92253,0.557528,49,4.9,0.39
245,P22.5_E35_S225_PosIL_H150,35,22.5,225,IL,1.42262,0.420827,49,4.9,0.29
246,P22.5_E35_S250_PosCL_H150,35,22.5,250,CL,0.645783,0.855183,49,4.9,0.13
247,P22.5_E35_S250_PosEL_H150,35,22.5,250,EL,1.91682,0.557188,49,4.9,0.39
248,P22.5_E35_S250_PosIL_H150,35,22.5,250,IL,1.41823,0.420653,49,4.9,0.29
249,P22.5_E35_S275_PosCL_H150,35,22.5,275,CL,0.644271,0.85015,49,4.9,0.13
250,P22.5_E35_S275_PosEL_H150,35,22.5,275,EL,1.91117,0.55685,49,4.9,0.39
251,P22.5_E35_S275_PosIL_H150,35,22.5,275,IL,1.41387,0.420479,49,4.9,0.29
252,P22.5_E35_S300_PosCL_H150,35,22.5,300,CL,0.642786,0.845227,49,4.9,0.13
253,P22.5_E35_S300_PosEL_H150,35,22.5,300,EL,1.90557,0.556515,49,4.9,0.39
254,P22.5_E35_S300_PosIL_H150,35,22.5,300,IL,1.40955,0.420307,49,4.9,0.29
255,P25_E35_S200_PosCL_H150,35,25,200,CL,0.701932,0.943516,49,4.9,0.14
256,P25_E35_S200_PosEL_H150,35,25,200,EL,2.06818,0.575479,49,4.9,0.42
257,P25_E35_S200_PosIL_H150,35,25,200,IL,1.56342,0.416615,49,4.9,0.32
258,P25_E35_S225_PosCL_H150,35,25,225,CL,0.700185,0.937902,49,4.9,0.14
259,P25_E35_S225_PosEL_H150,35,25,225,EL,2.06187,0.575098,49,4.9,0.42
260,P25_E35_S225_PosIL_H150,35,25,225,IL,1.55849,0.416466,49,4.9,0.32
261,P25_E35_S250_PosCL_H150,35,25,250,CL,0.698467,0.932415,49,4.9,0.14
262,P25_E35_S250_PosEL_H150,35,25,250,EL,2.05563,0.574719,49,4.9,0.42
263,P25_E35_S250_PosIL_H150,35,25,250,IL,1.5536,0.416319,49,4.9,0.32
264,P25_E35_S275_PosCL_H150,35,25,275,CL,0.696778,0.92705,49,4.9,0.14
265,P25_E35_S275_PosEL_H150,35,25,275,EL,2.04944,0.574344,49,4.9,0.42
266,P25_E35_S275_PosIL_H150,35,25,275,IL,1.54876,0.416174,49,4.9,0.32
267,P25_E35_S300_PosCL_H150,35,25,300,CL,0.695118,0.921803,49,4.9,0.14
268,P25_E35_S300_PosEL_H150,35,25,300,EL,2.04331,0.573971,49,4.9,0.42
269,P25_E35_S300_PosIL_H150,35,25,300,IL,1.54396,0.416029,49,4.9,0.32
270,P27.5_E35_S200_PosCL_H150,35,27.5,200,CL,0.764813,0.985722,49,4.9,0.16
271,P27.5_E35_S200_PosEL_H150,35,27.5,200,EL,2.20725,0.59413,49,4.9,0.45
272,P27.5_E35_S200_PosIL_H150,35,27.5,200,IL,1.68723,0.427656,49,4.9,0.34
273,P27.5_E35_S225_PosCL_H150,35,27.5,225,CL,0.763163,0.97969,49,4.9,0.16
274,P27.5_E35_S225_PosEL_H150,35,27.5,225,EL,2.20047,0.593691,49,4.9,0.45
275,P27.5_E35_S225_PosIL_H150,35,27.5,225,IL,1.68189,0.427485,49,4.9,0.34
276,P27.5_E35_S250_PosCL_H150,35,27.5,250,CL,0.761538,0.973795,49,4.9,0.16
277,P27.5_E35_S250_PosEL_H150,35,27.5,250,EL,2.19376,0.593256,49,4.9,0.45
