,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
66,P30_E20_S250_PosCL_H100,20,30,250,CL,1.79043,1.50286,16,2.8,0.64
67,P30_E20_S250_PosEL_H100,20,30,250,EL,4.69355,0.924155,16,2.8,1.68
68,P30_E20_S250_PosIL_H100,20,30,250,IL,3.64517,0.507917,16,2.8,1.30
69,P30_E20_S275_PosCL_H100,20,30,275,CL,1.7797,1.47405,16,2.8,0.64
70,P30_E20_S275_PosEL_H100,20,30,275,EL,4.63175,0.919491,16,2.8,1.65
71,P30_E20_S275_PosIL_H100,20,30,275,IL,3.59578,0.506775,16,2.8,1.28
72,P30_E20_S300_PosCL_H100,20,30,300,CL,1.76954,1.4473,16,2.8,0.63
73,P30_E20_S300_PosEL_H100,20,30,300,EL,4.57239,0.91498,16,2.8,1.63
74,P30_E20_S300_PosIL_H100,20,30,300,IL,3.54833,0.505672,16,2.8,1.27
75,P20_E25_S200_PosCL_H100,25,20,200,CL,1.37475,1.38711,25,3.5,0.39
76,P20_E25_S200_PosEL_H100,25,20,200,EL,3.77028,0.762585,25,3.5,1.08
77,P20_E25_S200_PosIL_H100,25,20,200,IL,2.74708,0.455306,25,3.5,0.78
78,P20_E25_S225_PosCL_H100,25,20,225,CL,1.36589,1.36186,25,3.5,0.39
79,P20_E25_S225_PosEL_H100,25,20,225,EL,3.72961,0.760043,25,3.5,1.07
80,P20_E25_S225_PosIL_H100,25,20,225,IL,2.71622,0.454459,25,3.5,0.78
81,P20_E25_S250_PosCL_H100,25,20,250,CL,1.35761,1.33836,25,3.5,0.39
82,P20_E25_S250_PosEL_H100,25,20,250,EL,3.69035,0.757573,25,3.5,1.05
83,P20_E25_S250_PosIL_H100,25,20,250,IL,2.68643,0.453636,25,3.5,0.77
84,P20_E25_S275_PosCL_H100,25,20,275,CL,1.34986,1.31641,25,3.5,0.39
85,P20_E25_S275_PosEL_H100,25,20,275,EL,3.65243,0.75517,25,3.5,1.04
86,P20_E25_S275_PosIL_H100,25,20,275,IL,2.65765,0.452835,25,3.5,0.76
87,P20_E25_S300_PosCL_H100,25,20,300,CL,1.34259,1.29586,25,3.5,0.38
88,P20_E25_S300_PosEL_H100,25,20,300,EL,3.61577,0.752832,25,3.5,1.03
89,P20_E25_S300_PosIL_H100,25,20,300,IL,2.62983,0.452056,25,3.5,0.75
90,P22.5_E25_S200_PosCL_H100,25,22.5,200,CL,1.48796,1.4019,25,3.5,0.43
91,P22.5_E25_S200_PosEL_H100,25,22.5,200,EL,4.10928,0.812331,25,3.5,1.17
92,P22.5_E25_S200_PosIL_H100,25,22.5,200,IL,3.03958,0.479275,25,3.5,0.87
93,P22.5_E25_S225_PosCL_H100,25,22.5,225,CL,1.47798,1.37499,25,3.5,0.42
94,P22.5_E25_S225_PosEL_H100,25,22.5,225,EL,4.06399,0.809369,25,3.5,1.16
95,P22.5_E25_S225_PosIL_H100,25,22.5,225,IL,3.00481,0.478291,25,3.5,0.86
96,P22.5_E25_S250_PosCL_H100,25,22.5,250,CL,1.46861,1.34994,25,3.5,0.42
97,P22.5_E25_S250_PosEL_H100,25,22.5,250,EL,4.02028,0.806491,25,3.5,1.15
98,P22.5_E25_S250_PosIL_H100,25,22.5,250,IL,2.97124,0.477334,25,3.5,0.85
99,P22.5_E25_S275_PosCL_H100,25,22.5,275,CL,1.45982,1.32655,25,3.5,0.42
100,P22.5_E25_S275_PosEL_H100,25,22.5,275,EL,3.97806,0.803693,25,3.5,1.14
101,P22.5_E25_S275_PosIL_H100,25,22.5,275,IL,2.93882,0.476403,25,3.5,0.84
102,P22.5_E25_S300_PosCL_H100,25,22.5,300,CL,1.45153,1.30464,25,3.5,0.41
103,P22.5_E25_S300_PosEL_H100,25,22.5,300,EL,3.93725,0.80097,25,3.5,1.12
104,P22.5_E25_S300_PosIL_H100,25,22.5,300,IL,2.90747,0.475498,25,3.5,0.83
105,P25_E25_S200_PosCL_H100,25,25,200,CL,1.5861,1.52859,25,3.5,0.45
106,P25_E25_S200_PosEL_H100,25,25,200,EL,4.37758,0.857124,25,3.5,1.25
107,P25_E25_S200_PosIL_H100,25,25,200,IL,3.31609,0.476039,25,3.5,0.95
108,P25_E25_S225_PosCL_H100,25,25,225,CL,1.57581,1.49979,25,3.5,0.45
109,P25_E25_S225_PosEL_H100,25,25,225,EL,4.32819,0.853757,25,3.5,1.24
110,P25_E25_S225_PosIL_H100,25,25,225,IL,3.27756,0.475236,25,3.5,0.94
111,P25_E25_S250_PosCL_H100,25,25,250,CL,1.56611,1.47298,25,3.5,0.45
112,P25_E25_S250_PosEL_H100,25,25,250,EL,4.28052,0.850485,25,3.5,1.22
113,P25_E25_S250_PosIL_H100,25,25,250,IL,3.24037,0.474458,25,3.5,0.93
114,P25_E25_S275_PosCL_H100,25,25,275,CL,1.55695,1.44795,25,3.5,0.44
115,P25_E25_S275_PosEL_H100,25,25,275,EL,4.23448,0.847302,25,3.5,1.21
116,P25_E25_S275_PosIL_H100,25,25,275,IL,3.20444,0.473704,25,3.5,0.92
117,P25_E25_S300_PosCL_H100,25,25,300,CL,1.5483,1.42451,25,3.5,0.44
118,P25_E25_S300_PosEL_H100,25,25,300,EL,4.18998,0.844206,25,3.5,1.20
119,P25_E25_S300_PosIL_H100,25,25,300,IL,3.1697,0.472973,25,3.5,0.91
120,P27.5_E25_S200_PosCL_H100,25,27.5,200,CL,1.72387,1.61329,25,3.5,0.49
121,P27.5_E25_S200_PosEL_H100,25,27.5,200,EL,4.66083,0.896035,25,3.5,1.33
122,P27.5_E25_S200_PosIL_H100,25,27.5,200,IL,3.55832,0.493495,25,3.5,1.02
123,P27.5_E25_S225_PosCL_H100,25,27.5,225,CL,1.71295,1.58197,25,3.5,0.49
124,P27.5_E25_S225_PosEL_H100,25,27.5,225,EL,4.60736,0.89225,25,3.5,1.32
125,P27.5_E25_S225_PosIL_H100,25,27.5,225,IL,3.51614,0.492007,25,3.5,1.00
126,P27.5_E25_S250_PosCL_H100,25,27.5,250,CL,1.70263,1.55282,25,3.5,0.49
127,P27.5_E25_S250_PosEL_H100,25,27.5,250,EL,4.55575,0.888576,25,3.5,1.30
128,P27.5_E25_S250_PosIL_H100,25,27.5,250,IL,3.47572,0.49112,25,3.5,0.99
129,P27.5_E25_S275_PosCL_H100,25,27.5,275,CL,1.69285,1.52561,25,3.5,0.48
130,P27.5_E25_S275_PosEL_H100,25,27.5,275,EL,4.5059,0.885007,25,3.5,1.29
131,P27.5_E25_S275_PosIL_H100,25,27.5,275,IL,3.43667,0.49026,25,3.5,0.98
132,P27.5_E25_S300_PosCL_H100,25,27.5,300,CL,1.68358,1.50014,25,3.5,0.48
133,P27.5_E25_S300_PosEL_H100,25,27.5,300,EL,4.45773,0.881537,25,3.5,1.27
134,P27.5_E25_S300_PosIL_H100,25,27.5,300,IL,3.39893,0.489425,25,3.5,0.97
135,P30_E25_S200_PosCL_H100,25,30,200,CL,1.83493,1.62853,25,3.5,0.52
136,P30_E25_S200_PosEL_H100,25,30,200,EL,4.93995,0.942392,25,3.5,1.41
137,P30_E25_S200_PosIL_H100,25,30,200,IL,3.84192,0.512409,25,3.5,1.10
138,P30_E25_S225_PosCL_H100,25,30,225,CL,1.82422,1.59716,25,3.5,0.52
139,P30_E25_S225_PosEL_H100,25,30,225,EL,4.88199,0.938138,25,3.5,1.39
140,P30_E25_S225_PosIL_H100,25,30,225,IL,3.79566,0.511357,25,3.5,1.08
141,P30_E25_S250_PosCL_H100,25,30,250,CL,1.81403,1.56796,25,3.5,0.52
142,P30_E25_S250_PosEL_H100,25,30,250,EL,4.82606,0.934008,25,3.5,1.38
143,P30_E25_S250_PosIL_H100,25,30,250,IL,3.75101,0.510337,25,3.5,1.07
144,P30_E25_S275_PosCL_H100,25,30,275,CL,1.80433,1.5407,25,3.5,0.52
145,P30_E25_S275_PosEL_H100,25,30,275,EL,4.77204,0.929995,25,3.5,1.36
146,P30_E25_S275_PosIL_H100,25,30,275,IL,3.70787,0.509348,25,3.5,1.06
147,P30_E25_S300_PosCL_H100,25,30,300,CL,1.79507,1.51517,25,3.5,0.51
148,P30_E25_S300_PosEL_H100,25,30,300,EL,4.71984,0.926094,25,3.5,1.35
149,P30_E25_S300_PosIL_H100,25,30,300,IL,3.66616,0.50839,25,3.5,1.05
150,P20_E30_S200_PosCL_H100,30,20,200,CL,1.38765,1.42397,36,4.2,0.33
151,P20_E30_S200_PosEL_H100,30,20,200,EL,3.82732,0.766106,36,4.2,0.91
152,P20_E30_S200_PosIL_H100,30,20,200,IL,2.79035,0.456476,36,4.2,0.66
153,P20_E30_S225_PosCL_H100,30,20,225,CL,1.37948,1.40056,36,4.2,0.33
154,P20_E30_S225_PosEL_H100,30,20,225,EL,3.79163,0.763898,36,4.2,0.90
155,P20_E30_S225_PosIL_H100,30,20,225,IL,2.76327,0.455741,36,4.2,0.66
156,P20_E30_S250_PosCL_H100,30,20,250,CL,1.37179,1.3786,36,4.2,0.33
157,P20_E30_S250_PosEL_H100,30,20,250,EL,3.757,0.761743,36,4.2,0.89
158,P20_E30_S250_PosIL_H100,30,20,250,IL,2.737,0.455024,36,4.2,0.65
159,P20_E30_S275_PosCL_H100,30,20,275,CL,1.36453,1.35794,36,4.2,0.32
160,P20_E30_S275_PosEL_H100,30,20,275,EL,3.7234,0.75964,36,4.2,0.89
161,P20_E30_S275_PosIL_H100,30,20,275,IL,2.71151,0.454323,36,4.2,0.65
162,P20_E30_S300_PosCL_H100,30,20,300,CL,1.35767,1.33846,36,4.2,0.32
163,P20_E30_S300_PosEL_H100,30,20,300,EL,3.69077,0.757586,36,4.2,0.88
164,P20_E30_S300_PosIL_H100,30,20,300,IL,2.68674,0.453638,36,4.2,0.64
165,P22.5_E30_S200_PosCL_H100,30,22.5,200,CL,1.50243,1.44121,36,4.2,0.36
166,P22.5_E30_S200_PosEL_H100,30,22.5,200,EL,4.1728,0.816435,36,4.2,0.99
167,P22.5_E30_S200_PosIL_H100,30,22.5,200,IL,3.08838,0.480637,36,4.2,0.74
168,P22.5_E30_S225_PosCL_H100,30,22.5,225,CL,1.49329,1.41625,36,4.2,0.36
169,P22.5_E30_S225_PosEL_H100,30,22.5,225,EL,4.13305,0.813861,36,4.2,0.98
170,P22.5_E30_S225_PosIL_H100,30,22.5,225,IL,3.05782,0.479782,36,4.2,0.73
171,P22.5_E30_S250_PosCL_H100,30,22.5,250,CL,1.48464,1.39283,36,4.2,0.35
172,P22.5_E30_S250_PosEL_H100,30,22.5,250,EL,4.0945,0.81135,36,4.2,0.97
173,P22.5_E30_S250_PosIL_H100,30,22.5,250,IL,3.02822,0.478947,36,4.2,0.72
174,P22.5_E30_S275_PosCL_H100,30,22.5,275,CL,1.47645,1.3708,36,4.2,0.35
175,P22.5_E30_S275_PosEL_H100,30,22.5,275,EL,4.05708,0.808899,36,4.2,0.97
176,P22.5_E30_S275_PosIL_H100,30,22.5,275,IL,2.99949,0.478132,36,4.2,0.71
177,P22.5_E30_S300_PosCL_H100,30,22.5,300,CL,1.46869,1.35004,36,4.2,0.35
178,P22.5_E30_S300_PosEL_H100,30,22.5,300,EL,4.02075,0.806506,36,4.2,0.96
179,P22.5_E30_S300_PosIL_H100,30,22.5,300,IL,2.97159,0.477337,36,4.2,0.71
180,P25_E30_S200_PosCL_H100,30,25,200,CL,1.60096,1.57066,36,4.2,0.38
181,P25_E30_S200_PosEL_H100,30,25,200,EL,4.44687,0.861788,36,4.2,1.06
182,P25_E30_S200_PosIL_H100,30,25,200,IL,3.37011,0.477155,36,4.2,0.80
183,P25_E30_S225_PosCL_H100,30,25,225,CL,1.59159,1.54394,36,4.2,0.38
184,P25_E30_S225_PosEL_H100,30,25,225,EL,4.40351,0.858863,36,4.2,1.05
185,P25_E30_S225_PosIL_H100,30,25,225,IL,3.3363,0.476454,36,4.2,0.79
186,P25_E30_S250_PosCL_H100,30,25,250,CL,1.5827,1.51888,36,4.2,0.38
187,P25_E30_S250_PosEL_H100,30,25,250,EL,4.36146,0.856008,36,4.2,1.04
188,P25_E30_S250_PosIL_H100,30,25,250,IL,3.30351,0.475771,36,4.2,0.79
189,P25_E30_S275_PosCL_H100,30,25,275,CL,1.57425,1.49531,36,4.2,0.37
190,P25_E30_S275_PosEL_H100,30,25,275,EL,4.32066,0.853222,36,4.2,1.03
191,P25_E30_S275_PosIL_H100,30,25,275,IL,3.27167,0.475107,36,4.2,0.78
192,P25_E30_S300_PosCL_H100,30,25,300,CL,1.5662,1.47309,36,4.2,0.37
193,P25_E30_S300_PosEL_H100,30,25,300,EL,4.28104,0.850501,36,4.2,1.02
194,P25_E30_S300_PosIL_H100,30,25,300,IL,3.24076,0.47446,36,4.2,0.77
195,P27.5_E30_S200_PosCL_H100,30,27.5,200,CL,1.73956,1.65904,36,4.2,0.41
196,P27.5_E30_S200_PosEL_H100,30,27.5,200,EL,4.73586,0.901285,36,4.2,1.13
197,P27.5_E30_S200_PosIL_H100,30,27.5,200,IL,3.61746,0.495936,36,4.2,0.86
198,P27.5_E30_S225_PosCL_H100,30,27.5,225,CL,1.72968,1.62999,36,4.2,0.41
199,P27.5_E30_S225_PosEL_H100,30,27.5,225,EL,4.68891,0.897991,36,4.2,1.12
200,P27.5_E30_S225_PosIL_H100,30,27.5,225,IL,3.58045,0.494401,36,4.2,0.85
201,P27.5_E30_S250_PosCL_H100,30,27.5,250,CL,1.72027,1.60273,36,4.2,0.41
202,P27.5_E30_S250_PosEL_H100,30,27.5,250,EL,4.64338,0.89478,36,4.2,1.11
203,P27.5_E30_S250_PosIL_H100,30,27.5,250,IL,3.54454,0.492904,36,4.2,0.84
204,P27.5_E30_S275_PosCL_H100,30,27.5,275,CL,1.7113,1.5771,36,4.2,0.41
205,P27.5_E30_S275_PosEL_H100,30,27.5,275,EL,4.5992,0.891649,36,4.2,1.10
206,P27.5_E30_S275_PosIL_H100,30,27.5,275,IL,3.50974,0.49186,36,4.2,0.84
207,P27.5_E30_S300_PosCL_H100,30,27.5,300,CL,1.70273,1.55295,36,4.2,0.41
208,P27.5_E30_S300_PosEL_H100,30,27.5,300,EL,4.5563,0.888594,36,4.2,1.08
209,P27.5_E30_S300_PosIL_H100,30,27.5,300,IL,3.47614,0.491123,36,4.2,0.83
210,P30_E30_S200_PosCL_H100,30,30,200,CL,1.8511,1.67437,36,4.2,0.44
211,P30_E30_S200_PosEL_H100,30,30,200,EL,5.02127,0.948291,36,4.2,1.20
212,P30_E30_S200_PosIL_H100,30,30,200,IL,3.90675,0.513871,36,4.2,0.93
213,P30_E30_S225_PosCL_H100,30,30,225,CL,1.84063,1.64526,36,4.2,0.44
214,P30_E30_S225_PosEL_H100,30,30,225,EL,4.97037,0.944589,36,4.2,1.18
215,P30_E30_S225_PosIL_H100,30,30,225,IL,3.86617,0.512952,36,4.2,0.92
216,P30_E30_S250_PosCL_H100,30,30,250,CL,1.83144,1.61795,36,4.2,0.44
217,P30_E30_S250_PosEL_H100,30,30,250,EL,4.92102,0.940981,36,4.2,1.17
218,P30_E30_S250_PosIL_H100,30,30,250,IL,3.82681,0.512058,36,4.2,0.91
219,P30_E30_S275_PosCL_H100,30,30,275,CL,1.82262,1.59227,36,4.2,0.43
220,P30_E30_S275_PosEL_H100,30,30,275,EL,4.87314,0.937462,36,4.2,1.16
221,P30_E30_S275_PosIL_H100,30,30,275,IL,3.78859,0.511187,36,4.2,0.90
222,P30_E30_S300_PosCL_H100,30,30,300,CL,1.81416,1.56808,36,4.2,0.43
223,P30_E30_S300_PosEL_H100,30,30,300,EL,4.82666,0.934028,36,4.2,1.15
224,P30_E30_S300_PosIL_H100,30,30,300,IL,3.75147,0.51034,36,4.2,0.89
225,P20_E35_S200_PosCL_H100,35,20,200,CL,1.39766,1.45279,49,4.9,0.29
226,P20_E35_S200_PosEL_H100,35,20,200,EL,3.86985,0.768709,49,4.9,0.79
227,P20_E35_S200_PosIL_H100,35,20,200,IL,2.82259,0.457341,49,4.9,0.58
228,P20_E35_S225_PosCL_H100,35,20,225,CL,1.39012,1.43103,49,4.9,0.28
229,P20_E35_S225_PosEL_H100,35,20,225,EL,3.83807,0.766758,49,4.9,0.78
230,P20_E35_S225_PosIL_H100,35,20,225,IL,2.79849,0.456692,49,4.9,0.57
231,P20_E35_S250_PosCL_H100,35,20,250,CL,1.38297,1.41049,49,4.9,0.28
232,P20_E35_S250_PosEL_H100,35,20,250,EL,3.80712,0.764848,49,4.9,0.78
233,P20_E35_S250_PosIL_H100,35,20,250,IL,2.77502,0.456056,49,4.9,0.57
234,P20_E35_S275_PosCL_H100,35,20,275,CL,1.37618,1.39106,49,4.9,0.28
235,P20_E35_S275_PosEL_H100,35,20,275,EL,3.77698,0.762978,49,4.9,0.77
236,P20_E35_S275_PosIL_H100,35,20,275,IL,2.75216,0.455434,49,4.9,0.56
237,P20_E35_S300_PosCL_H100,35,20,300,CL,1.36972,1.37264,49,4.9,0.28
238,P20_E35_S300_PosEL_H100,35,20,300,EL,3.74762,0.761147,49,4.9,0.76
239,P20_E35_S300_PosIL_H100,35,20,300,IL,2.72987,0.454824,49,4.9,0.56
240,P22.5_E35_S200_PosCL_H100,35,22.5,200,CL,1.51362,1.47194,49,4.9,0.31
241,P22.5_E35_S200_PosEL_H100,35,22.5,200,EL,4.22016,0.81947,49,4.9,0.86
242,P22.5_E35_S200_PosIL_H100,35,22.5,200,IL,3.12495,0.481643,49,4.9,0.64
243,P22.5_E35_S225_PosCL_H100,35,22.5,225,CL,1.50521,1.44874,49,4.9,0.31
244,P22.5_E35_S225_PosEL_H100,35,22.5,225,EL,4.18476,0.817194,49,4.9,0.85
245,P22.5_E35_S225_PosIL_H100,35,22.5,225,IL,3.09762,0.480888,49,4.9,0.63
246,P22.5_E35_S250_PosCL_H100,35,22.5,250,CL,1.49721,1.42683,49,4.9,0.31
247,P22.5_E35_S250_PosEL_H100,35,22.5,250,EL,4.1503,0.814968,49,4.9,0.85
248,P22.5_E35_S250_PosIL_H100,35,22.5,250,IL,3.07105,0.480148,49,4.9,0.63
249,P22.5_E35_S275_PosCL_H100,35,22.5,275,CL,1.48958,1.40611,49,4.9,0.30
250,P22.5_E35_S275_PosEL_H100,35,22.5,275,EL,4.11674,0.812789,49,4.9,0.84
251,P22.5_E35_S275_PosIL_H100,35,22.5,275,IL,3.04529,0.479424,49,4.9,0.62
252,P22.5_E35_S300_PosCL_H100,35,22.5,300,CL,1.48231,1.38648,49,4.9,0.30
253,P22.5_E35_S300_PosEL_H100,35,22.5,300,EL,4.08404,0.810655,49,4.9,0.83
254,P22.5_E35_S300_PosIL_H100,35,22.5,300,IL,3.02019,0.478715,49,4.9,0.62
255,P25_E35_S200_PosCL_H100,35,25,200,CL,1.61237,1.60356,49,4.9,0.33
256,P25_E35_S200_PosEL_H100,35,25,200,EL,4.49853,0.865237,49,4.9,0.92
257,P25_E35_S200_PosIL_H100,35,25,200,IL,3.41035,0.477984,49,4.9,0.70
258,P25_E35_S225_PosCL_H100,35,25,225,CL,1.6038,1.57873,49,4.9,0.33
259,P25_E35_S225_PosEL_H100,35,25,225,EL,4.45992,0.862651,49,4.9,0.91
260,P25_E35_S225_PosIL_H100,35,25,225,IL,3.38027,0.477361,49,4.9,0.69
261,P25_E35_S250_PosCL_H100,35,25,250,CL,1.59562,1.55528,49,4.9,0.33
262,P25_E35_S250_PosEL_H100,35,25,250,EL,4.42233,0.860121,49,4.9,0.90
263,P25_E35_S250_PosIL_H100,35,25,250,IL,3.35097,0.476754,49,4.9,0.68
264,P25_E35_S275_PosCL_H100,35,25,275,CL,1.5878,1.5331,49,4.9,0.32
265,P25_E35_S275_PosEL_H100,35,25,275,EL,4.38572,0.857644,49,4.9,0.90
266,P25_E35_S275_PosIL_H100,35,25,275,IL,3.32242,0.47616,49,4.9,0.68
267,P25_E35_S300_PosCL_H100,35,25,300,CL,1.58032,1.51208,49,4.9,0.32
268,P25_E35_S300_PosEL_H100,35,25,300,EL,4.35006,0.855218,49,4.9,0.89
269,P25_E35_S300_PosIL_H100,35,25,300,IL,3.29461,0.475581,49,4.9,0.67
270,P27.5_E35_S200_PosCL_H100,35,27.5,200,CL,1.75156,1.69483,49,4.9,0.36
271,P27.5_E35_S200_PosEL_H100,35,27.5,200,EL,4.79179,0.905172,49,4.9,0.98
272,P27.5_E35_S200_PosIL_H100,35,27.5,200,IL,3.66151,0.497739,49,4.9,0.75
273,P27.5_E35_S225_PosCL_H100,35,27.5,225,CL,1.74256,1.66781,49,4.9,0.36
274,P27.5_E35_S225_PosEL_H100,35,27.5,225,EL,4.74998,0.902257,49,4.9,0.97
275,P27.5_E35_S225_PosIL_H100,35,27.5,225,IL,3.62858,0.496384,49,4.9,0.74
276,P27.5_E35_S250_PosCL_H100,35,27.5,250,CL,1.73394,1.64231,49,4.9,0.35
277,P27.5_E35_S250_PosEL_H100,35,27.5,250,EL,4.70928,0.899406,49,4.9,0.96
