Thickness_mm,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Flexure_SR
60.0,20.0,25.0,275.0,IL,2.21
60.0,20.0,25.0,300.0,CL,1.39
60.0,20.0,25.0,300.0,EL,2.91
60.0,20.0,25.0,300.0,IL,2.16
60.0,20.0,27.5,200.0,CL,1.53
60.0,20.0,27.5,200.0,EL,3.42
60.0,20.0,27.5,200.0,IL,2.58
60.0,20.0,27.5,225.0,CL,1.51
60.0,20.0,27.5,225.0,EL,3.32
60.0,20.0,27.5,225.0,IL,2.5
60.0,20.0,27.5,250.0,CL,1.5
60.0,20.0,27.5,250.0,EL,3.22
60.0,20.0,27.5,250.0,IL,2.42
60.0,20.0,27.5,275.0,CL,1.49
60.0,20.0,27.5,275.0,EL,3.13
60.0,20.0,27.5,275.0,IL,2.36
60.0,20.0,27.5,300.0,CL,1.48
60.0,20.0,27.5,300.0,EL,3.05
60.0,20.0,27.5,300.0,IL,2.3
60.0,20.0,30.0,200.0,CL,1.62
60.0,20.0,30.0,200.0,EL,3.58
60.0,20.0,30.0,200.0,IL,2.76
60.0,20.0,30.0,225.0,CL,1.61
60.0,20.0,30.0,225.0,EL,3.47
60.0,20.0,30.0,225.0,IL,2.67
60.0,20.0,30.0,250.0,CL,1.59
60.0,20.0,30.0,250.0,EL,3.36
60.0,20.0,30.0,250.0,IL,2.59
60.0,20.0,30.0,275.0,CL,1.58
60.0,20.0,30.0,275.0,EL,3.27
60.0,20.0,30.0,275.0,IL,2.52
60.0,20.0,30.0,300.0,CL,1.57
60.0,20.0,30.0,300.0,EL,3.18
60.0,20.0,30.0,300.0,IL,2.45
60.0,25.0,20.0,200.0,CL,1.02
60.0,25.0,20.0,200.0,EL,2.4
60.0,25.0,20.0,200.0,IL,1.72
60.0,25.0,20.0,225.0,CL,1.01
60.0,25.0,20.0,225.0,EL,2.33
60.0,25.0,20.0,225.0,IL,1.68
60.0,25.0,20.0,250.0,CL,1.0
60.0,25.0,20.0,250.0,EL,2.27
60.0,25.0,20.0,250.0,IL,1.63
60.0,25.0,20.0,275.0,CL,1.0
60.0,25.0,20.0,275.0,EL,2.22
60.0,25.0,20.0,275.0,IL,1.59
60.0,25.0,20.0,300.0,CL,0.99
60.0,25.0,20.0,300.0,EL,2.17
60.0,25.0,20.0,300.0,IL,1.56
60.0,25.0,22.5,200.0,CL,1.09
60.0,25.0,22.5,200.0,EL,2.59
60.0,25.0,22.5,200.0,IL,1.89
60.0,25.0,22.5,225.0,CL,1.08
60.0,25.0,22.5,225.0,EL,2.52
60.0,25.0,22.5,225.0,IL,1.84
60.0,25.0,22.5,250.0,CL,1.08
60.0,25.0,22.5,250.0,EL,2.46
60.0,25.0,22.5,250.0,IL,1.79
60.0,25.0,22.5,275.0,CL,1.07
60.0,25.0,22.5,275.0,EL,2.4
60.0,25.0,22.5,275.0,IL,1.74
60.0,25.0,22.5,300.0,CL,1.07
60.0,25.0,22.5,300.0,EL,2.34
60.0,25.0,22.5,300.0,IL,1.7
60.0,25.0,25.0,200.0,CL,1.16
60.0,25.0,25.0,200.0,EL,2.75
60.0,25.0,25.0,200.0,IL,2.05
60.0,25.0,25.0,225.0,CL,1.15
60.0,25.0,25.0,225.0,EL,2.67
60.0,25.0,25.0,225.0,IL,1.99
60.0,25.0,25.0,250.0,CL,1.14
60.0,25.0,25.0,250.0,EL,2.6
60.0,25.0,25.0,250.0,IL,1.94
60.0,25.0,25.0,275.0,CL,1.14
60.0,25.0,25.0,275.0,EL,2.54
60.0,25.0,25.0,275.0,IL,1.89
60.0,25.0,25.0,300.0,CL,1.13
60.0,25.0,25.0,300.0,EL,2.48
60.0,25.0,25.0,300.0,IL,1.84
60.0,25.0,27.5,200.0,CL,1.24
60.0,25.0,27.5,200.0,EL,2.9
60.0,25.0,27.5,200.0,IL,2.19
60.0,25.0,27.5,225.0,CL,1.23
60.0,25.0,27.5,225.0,EL,2.82
60.0,25.0,27.5,225.0,IL,2.12
60.0,25.0,27.5,250.0,CL,1.22
60.0,25.0,27.5,250.0,EL,2.74
60.0,25.0,27.5,250.0,IL,2.07
60.0,25.0,27.5,275.0,CL,1.21
60.0,25.0,27.5,275.0,EL,2.67
60.0,25.0,27.5,275.0,IL,2.01
60.0,25.0,27.5,300.0,CL,1.21
60.0,25.0,27.5,300.0,EL,2.61
60.0,25.0,27.5,300.0,IL,1.96
60.0,25.0,30.0,200.0,CL,1.32
60.0,25.0,30.0,200.0,EL,3.04
60.0,25.0,30.0,200.0,IL,2.35
60.0,25.0,30.0,225.0,CL,1.31
60.0,25.0,30.0,225.0,EL,2.95
60.0,25.0,30.0,225.0,IL,2.28
60.0,25.0,30.0,250.0,CL,1.3
60.0,25.0,30.0,250.0,EL,2.87
60.0,25.0,30.0,250.0,IL,2.21
60.0,25.0,30.0,275.0,CL,1.29
60.0,25.0,30.0,275.0,EL,2.79
60.0,25.0,30.0,275.0,IL,2.15
60.0,25.0,30.0,300.0,CL,1.28
60.0,25.0,30.0,300.0,EL,2.72
60.0,25.0,30.0,300.0,IL,2.1
60.0,30.0,20.0,200.0,CL,0.86
60.0,30.0,20.0,200.0,EL,2.08
60.0,30.0,20.0,200.0,IL,1.5
60.0,30.0,20.0,225.0,CL,0.85
60.0,30.0,20.0,225.0,EL,2.03
60.0,30.0,20.0,225.0,IL,1.46
60.0,30.0,20.0,250.0,CL,0.84
60.0,30.0,20.0,250.0,EL,1.98
60.0,30.0,20.0,250.0,IL,1.42
60.0,30.0,20.0,275.0,CL,0.84
60.0,30.0,20.0,275.0,EL,1.94
60.0,30.0,20.0,275.0,IL,1.39
60.0,30.0,20.0,300.0,CL,0.84
60.0,30.0,20.0,300.0,EL,1.9
60.0,30.0,20.0,300.0,IL,1.36
60.0,30.0,22.5,200.0,CL,0.92
60.0,30.0,22.5,200.0,EL,2.25
60.0,30.0,22.5,200.0,IL,1.64
60.0,30.0,22.5,225.0,CL,0.91
60.0,30.0,22.5,225.0,EL,2.19
60.0,30.0,22.5,225.0,IL,1.6
60.0,30.0,22.5,250.0,CL,0.91
60.0,30.0,22.5,250.0,EL,2.14
60.0,30.0,22.5,250.0,IL,1.56
60.0,30.0,22.5,275.0,CL,0.9
60.0,30.0,22.5,275.0,EL,2.09
60.0,30.0,22.5,275.0,IL,1.52
60.0,30.0,22.5,300.0,CL,0.9
60.0,30.0,22.5,300.0,EL,2.05
60.0,30.0,22.5,300.0,IL,1.49
60.0,30.0,25.0,200.0,CL,0.98
60.0,30.0,25.0,200.0,EL,2.39
60.0,30.0,25.0,200.0,IL,1.78
60.0,30.0,25.0,225.0,CL,0.97
60.0,30.0,25.0,225.0,EL,2.33
60.0,30.0,25.0,225.0,IL,1.74
60.0,30.0,25.0,250.0,CL,0.97
60.0,30.0,25.0,250.0,EL,2.27
60.0,30.0,25.0,250.0,IL,1.69
60.0,30.0,25.0,275.0,CL,0.96
60.0,30.0,25.0,275.0,EL,2.22
60.0,30.0,25.0,275.0,IL,1.65
60.0,30.0,25.0,300.0,CL,0.95
60.0,30.0,25.0,300.0,EL,2.17
60.0,30.0,25.0,300.0,IL,1.61
60.0,30.0,27.5,200.0,CL,1.05
60.0,30.0,27.5,200.0,EL,2.52
60.0,30.0,27.5,200.0,IL,1.91
60.0,30.0,27.5,225.0,CL,1.04
60.0,30.0,27.5,225.0,EL,2.45
60.0,30.0,27.5,225.0,IL,1.85
60.0,30.0,27.5,250.0,CL,1.03
60.0,30.0,27.5,250.0,EL,2.39
60.0,30.0,27.5,250.0,IL,1.81
60.0,30.0,27.5,275.0,CL,1.02
60.0,30.0,27.5,275.0,EL,2.34
60.0,30.0,27.5,275.0,IL,1.76
60.0,30.0,27.5,300.0,CL,1.02
60.0,30.0,27.5,300.0,EL,2.28
60.0,30.0,27.5,300.0,IL,1.72
60.0,30.0,30.0,200.0,CL,1.12
60.0,30.0,30.0,200.0,EL,2.65
60.0,30.0,30.0,200.0,IL,2.05
60.0,30.0,30.0,225.0,CL,1.11
60.0,30.0,30.0,225.0,EL,2.57
60.0,30.0,30.0,225.0,IL,1.99
60.0,30.0,30.0,250.0,CL,1.1
60.0,30.0,30.0,250.0,EL,2.51
60.0,30.0,30.0,250.0,IL,1.94
60.0,30.0,30.0,275.0,CL,1.09
60.0,30.0,30.0,275.0,EL,2.45
60.0,30.0,30.0,275.0,IL,1.89
60.0,30.0,30.0,300.0,CL,1.08
60.0,30.0,30.0,300.0,EL,2.39
60.0,30.0,30.0,300.0,IL,1.84
60.0,35.0,20.0,200.0,CL,0.74
60.0,35.0,20.0,200.0,EL,1.84
60.0,35.0,20.0,200.0,IL,1.32
60.0,35.0,20.0,225.0,CL,0.74
60.0,35.0,20.0,225.0,EL,1.8
60.0,35.0,20.0,225.0,IL,1.29
60.0,35.0,20.0,250.0,CL,0.73
60.0,35.0,20.0,250.0,EL,1.76
60.0,35.0,20.0,250.0,IL,1.26
60.0,35.0,20.0,275.0,CL,0.73
60.0,35.0,20.0,275.0,EL,1.72
60.0,35.0,20.0,275.0,IL,1.24
60.0,35.0,20.0,300.0,CL,0.72
60.0,35.0,20.0,300.0,EL,1.69
60.0,35.0,20.0,300.0,IL,1.21
60.0,35.0,22.5,200.0,CL,0.8
60.0,35.0,22.5,200.0,EL,1.99
60.0,35.0,22.5,200.0,IL,1.46
60.0,35.0,22.5,225.0,CL,0.79
60.0,35.0,22.5,225.0,EL,1.94
60.0,35.0,22.5,225.0,IL,1.42
60.0,35.0,22.5,250.0,CL,0.79
60.0,35.0,22.5,250.0,EL,1.9
60.0,35.0,22.5,250.0,IL,1.39
60.0,35.0,22.5,275.0,CL,0.78
60.0,35.0,22.5,275.0,EL,1.86
60.0,35.0,22.5,275.0,IL,1.36
60.0,35.0,22.5,300.0,CL,0.78
60.0,35.0,22.5,300.0,EL,1.82
60.0,35.0,22.5,300.0,IL,1.33
60.0,35.0,25.0,200.0,CL,0.85
60.0,35.0,25.0,200.0,EL,2.12
60.0,35.0,25.0,200.0,IL,1.58
60.0,35.0,25.0,225.0,CL,0.84
60.0,35.0,25.0,225.0,EL,2.07
60.0,35.0,25.0,225.0,IL,1.54
60.0,35.0,25.0,250.0,CL,0.84
60.0,35.0,25.0,250.0,EL,2.02
60.0,35.0,25.0,250.0,IL,1.5
60.0,35.0,25.0,275.0,CL,0.83
60.0,35.0,25.0,275.0,EL,1.97
60.0,35.0,25.0,275.0,IL,1.47
60.0,35.0,25.0,300.0,CL,0.83
60.0,35.0,25.0,300.0,EL,1.93
60.0,35.0,25.0,300.0,IL,1.44
60.0,35.0,27.5,200.0,CL,0.91
60.0,35.0,27.5,200.0,EL,2.23
60.0,35.0,27.5,200.0,IL,1.69
60.0,35.0,27.5,225.0,CL,0.9
60.0,35.0,27.5,225.0,EL,2.18
60.0,35.0,27.5,225.0,IL,1.65
60.0,35.0,27.5,250.0,CL,0.89
60.0,35.0,27.5,250.0,EL,2.13
60.0,35.0,27.5,250.0,IL,1.61
60.0,35.0,27.5,275.0,CL,0.89
60.0,35.0,27.5,275.0,EL,2.08
60.0,35.0,27.5,275.0,IL,1.57
60.0,35.0,27.5,300.0,CL,0.88
60.0,35.0,27.5,300.0,EL,2.04
60.0,35.0,27.5,300.0,IL,1.54
60.0,35.0,30.0,200.0,CL,0.97
60.0,35.0,30.0,200.0,EL,2.35
60.0,35.0,30.0,200.0,IL,1.82
60.0,35.0,30.0,225.0,CL,0.96
60.0,35.0,30.0,225.0,EL,2.29
60.0,35.0,30.0,225.0,IL,1.77
60.0,35.0,30.0,250.0,CL,0.95
60.0,35.0,30.0,250.0,EL,2.23
60.0,35.0,30.0,250.0,IL,1.72
60.0,35.0,30.0,275.0,CL,0.95
60.0,35.0,30.0,275.0,EL,2.18
60.0,35.0,30.0,275.0,IL,1.68
60.0,35.0,30.0,300.0,CL,0.94
60.0,35.0,30.0,300.0,EL,2.13
60.0,35.0,30.0,300.0,IL,1.65
75.0,20.0,20.0,200.0,CL,0.83
75.0,20.0,20.0,200.0,EL,2.09
75.0,20.0,20.0,200.0,IL,1.51
75.0,20.0,20.0,225.0,CL,0.83
75.0,20.0,20.0,225.0,EL,2.05
75.0,20.0,20.0,225.0,IL,1.48
75.0,20.0,20.0,250.0,CL,0.82
75.0,20.0,20.0,250.0,EL,2.0
75.0,20.0,20.0,250.0,IL,1.45
75.0,20.0,20.0,275.0,CL,0.81
75.0,20.0,20.0,275.0,EL,1.96
75.0,20.0,20.0,275.0,IL,1.42
75.0,20.0,20.0,300.0,CL,0.81
75.0,20.0,20.0,300.0,EL,1.93
75.0,20.0,20.0,300.0,IL,1.39
75.0,20.0,22.5,200.0,CL,0.83
75.0,20.0,22.5,200.0,EL,2.27
75.0,20.0,22.5,200.0,IL,1.67
75.0,20.0,22.5,225.0,CL,0.83
75.0,20.0,22.5,225.0,EL,2.22
75.0,20.0,22.5,225.0,IL,1.63
75.0,20.0,22.5,250.0,CL,0.82
75.0,20.0,22.5,250.0,EL,2.17
75.0,20.0,22.5,250.0,IL,1.59
75.0,20.0,22.5,275.0,CL,0.81
75.0,20.0,22.5,275.0,EL,2.13
75.0,20.0,22.5,275.0,IL,1.56
75.0,20.0,22.5,300.0,CL,0.81
75.0,20.0,22.5,300.0,EL,2.09
75.0,20.0,22.5,300.0,IL,1.53
75.0,20.0,25.0,200.0,CL,0.95
75.0,20.0,25.0,200.0,EL,2.41
75.0,20.0,25.0,200.0,IL,1.81
75.0,20.0,25.0,225.0,CL,0.95
75.0,20.0,25.0,225.0,EL,2.36
75.0,20.0,25.0,225.0,IL,1.77
75.0,20.0,25.0,250.0,CL,0.94
75.0,20.0,25.0,250.0,EL,2.3
75.0,20.0,25.0,250.0,IL,1.73
75.0,20.0,25.0,275.0,CL,0.93
75.0,20.0,25.0,275.0,EL,2.26
75.0,20.0,25.0,275.0,IL,1.69
75.0,20.0,25.0,300.0,CL,0.93
75.0,20.0,25.0,300.0,EL,2.21
75.0,20.0,25.0,300.0,IL,1.66
75.0,20.0,27.5,200.0,CL,1.03
75.0,20.0,27.5,200.0,EL,2.55
75.0,20.0,27.5,200.0,IL,1.94
75.0,20.0,27.5,225.0,CL,1.02
75.0,20.0,27.5,225.0,EL,2.49
75.0,20.0,27.5,225.0,IL,1.89
75.0,20.0,27.5,250.0,CL,1.01
75.0,20.0,27.5,250.0,EL,2.44
75.0,20.0,27.5,250.0,IL,1.85
75.0,20.0,27.5,275.0,CL,1.0
75.0,20.0,27.5,275.0,EL,2.38
75.0,20.0,27.5,275.0,IL,1.81
75.0,20.0,27.5,300.0,CL,0.99
75.0,20.0,27.5,300.0,EL,2.34
75.0,20.0,27.5,300.0,IL,1.77
75.0,20.0,30.0,200.0,CL,1.09
75.0,20.0,30.0,200.0,EL,2.68
75.0,20.0,30.0,200.0,IL,2.08
75.0,20.0,30.0,225.0,CL,1.08
75.0,20.0,30.0,225.0,EL,2.62
75.0,20.0,30.0,225.0,IL,2.03
75.0,20.0,30.0,250.0,CL,1.07
75.0,20.0,30.0,250.0,EL,2.56
75.0,20.0,30.0,250.0,IL,1.98
75.0,20.0,30.0,275.0,CL,1.07
75.0,20.0,30.0,275.0,EL,2.5
75.0,20.0,30.0,275.0,IL,1.94
75.0,20.0,30.0,300.0,CL,1.06
75.0,20.0,30.0,300.0,EL,2.45
75.0,20.0,30.0,300.0,IL,1.9
75.0,25.0,20.0,200.0,CL,0.68
75.0,25.0,20.0,200.0,EL,1.74
75.0,25.0,20.0,200.0,IL,1.26
75.0,25.0,20.0,225.0,CL,0.67
75.0,25.0,20.0,225.0,EL,1.71
75.0,25.0,20.0,225.0,IL,1.23
75.0,25.0,20.0,250.0,CL,0.67
75.0,25.0,20.0,250.0,EL,1.67
75.0,25.0,20.0,250.0,IL,1.21
75.0,25.0,20.0,275.0,CL,0.66
75.0,25.0,20.0,275.0,EL,1.64
75.0,25.0,20.0,275.0,IL,1.19
75.0,25.0,20.0,300.0,CL,0.66
75.0,25.0,20.0,300.0,EL,1.62
75.0,25.0,20.0,300.0,IL,1.17
75.0,25.0,22.5,200.0,CL,0.68
75.0,25.0,22.5,200.0,EL,1.89
75.0,25.0,22.5,200.0,IL,1.39
75.0,25.0,22.5,225.0,CL,0.67
75.0,25.0,22.5,225.0,EL,1.85
75.0,25.0,22.5,225.0,IL,1.36
75.0,25.0,22.5,250.0,CL,0.67
75.0,25.0,22.5,250.0,EL,1.82
75.0,25.0,22.5,250.0,IL,1.33
75.0,25.0,22.5,275.0,CL,0.66
75.0,25.0,22.5,275.0,EL,1.78
75.0,25.0,22.5,275.0,IL,1.31
75.0,25.0,22.5,300.0,CL,0.66
75.0,25.0,22.5,300.0,EL,1.75
75.0,25.0,22.5,300.0,IL,1.28
75.0,25.0,25.0,200.0,CL,0.78
75.0,25.0,25.0,200.0,EL,2.01
75.0,25.0,25.0,200.0,IL,1.51
75.0,25.0,25.0,225.0,CL,0.77
75.0,25.0,25.0,225.0,EL,1.97
75.0,25.0,25.0,225.0,IL,1.48
75.0,25.0,25.0,250.0,CL,0.76
75.0,25.0,25.0,250.0,EL,1.93
75.0,25.0,25.0,250.0,IL,1.45
75.0,25.0,25.0,275.0,CL,0.76
75.0,25.0,25.0,275.0,EL,1.89
75.0,25.0,25.0,275.0,IL,1.42
75.0,25.0,25.0,300.0,CL,0.75
75.0,25.0,25.0,300.0,EL,1.86
75.0,25.0,25.0,300.0,IL,1.39
75.0,25.0,27.5,200.0,CL,0.83
75.0,25.0,27.5,200.0,EL,2.13
75.0,25.0,27.5,200.0,IL,1.61
75.0,25.0,27.5,225.0,CL,0.83
75.0,25.0,27.5,225.0,EL,2.08
75.0,25.0,27.5,225.0,IL,1.58
75.0,25.0,27.5,250.0,CL,0.82
75.0,25.0,27.5,250.0,EL,2.04
75.0,25.0,27.5,250.0,IL,1.55
75.0,25.0,27.5,275.0,CL,0.81
75.0,25.0,27.5,275.0,EL,2.0
75.0,25.0,27.5,275.0,IL,1.52
75.0,25.0,27.5,300.0,CL,0.81
75.0,25.0,27.5,300.0,EL,1.97
75.0,25.0,27.5,300.0,IL,1.49
75.0,25.0,30.0,200.0,CL,0.89
75.0,25.0,30.0,200.0,EL,2.24
75.0,25.0,30.0,200.0,IL,1.74
75.0,25.0,30.0,225.0,CL,0.88
75.0,25.0,30.0,225.0,EL,2.19
75.0,25.0,30.0,225.0,IL,1.7
75.0,25.0,30.0,250.0,CL,0.87
75.0,25.0,30.0,250.0,EL,2.15
75.0,25.0,30.0,250.0,IL,1.66
75.0,25.0,30.0,275.0,CL,0.87
75.0,25.0,30.0,275.0,EL,2.11
75.0,25.0,30.0,275.0,IL,1.63
75.0,25.0,30.0,300.0,CL,0.86
75.0,25.0,30.0,300.0,EL,2.07
75.0,25.0,30.0,300.0,IL,1.6
75.0,30.0,20.0,200.0,CL,0.57
75.0,30.0,20.0,200.0,EL,1.49
75.0,30.0,20.0,200.0,IL,1.08
75.0,30.0,20.0,225.0,CL,0.57
75.0,30.0,20.0,225.0,EL,1.46
75.0,30.0,20.0,225.0,IL,1.06
75.0,30.0,20.0,250.0,CL,0.56
75.0,30.0,20.0,250.0,EL,1.44
75.0,30.0,20.0,250.0,IL,1.04
75.0,30.0,20.0,275.0,CL,0.56
75.0,30.0,20.0,275.0,EL,1.42
75.0,30.0,20.0,275.0,IL,1.03
75.0,30.0,20.0,300.0,CL,0.55
75.0,30.0,20.0,300.0,EL,1.4
75.0,30.0,20.0,300.0,IL,1.01
75.0,30.0,22.5,200.0,CL,0.57
75.0,30.0,22.5,200.0,EL,1.62
75.0,30.0,22.5,200.0,IL,1.19
75.0,30.0,22.5,225.0,CL,0.57
75.0,30.0,22.5,225.0,EL,1.59
75.0,30.0,22.5,225.0,IL,1.17
75.0,30.0,22.5,250.0,CL,0.56
75.0,30.0,22.5,250.0,EL,1.56
75.0,30.0,22.5,250.0,IL,1.15
75.0,30.0,22.5,275.0,CL,0.56
75.0,30.0,22.5,275.0,EL,1.54
75.0,30.0,22.5,275.0,IL,1.13
75.0,30.0,22.5,300.0,CL,0.55
75.0,30.0,22.5,300.0,EL,1.51
75.0,30.0,22.5,300.0,IL,1.11
75.0,30.0,25.0,200.0,CL,0.65
75.0,30.0,25.0,200.0,EL,1.72
75.0,30.0,25.0,200.0,IL,1.3
75.0,30.0,25.0,225.0,CL,0.65
75.0,30.0,25.0,225.0,EL,1.69
75.0,30.0,25.0,225.0,IL,1.27
75.0,30.0,25.0,250.0,CL,0.64
75.0,30.0,25.0,250.0,EL,1.66
75.0,30.0,25.0,250.0,IL,1.25
75.0,30.0,25.0,275.0,CL,0.64
75.0,30.0,25.0,275.0,EL,1.63
75.0,30.0,25.0,275.0,IL,1.23
75.0,30.0,25.0,300.0,CL,0.64
75.0,30.0,25.0,300.0,EL,1.61
75.0,30.0,25.0,300.0,IL,1.21
75.0,30.0,27.5,200.0,CL,0.7
75.0,30.0,27.5,200.0,EL,1.83
75.0,30.0,27.5,200.0,IL,1.39
75.0,30.0,27.5,225.0,CL,0.7
75.0,30.0,27.5,225.0,EL,1.79
75.0,30.0,27.5,225.0,IL,1.36
75.0,30.0,27.5,250.0,CL,0.69
75.0,30.0,27.5,250.0,EL,1.76
75.0,30.0,27.5,250.0,IL,1.34
75.0,30.0,27.5,275.0,CL,0.69
75.0,30.0,27.5,275.0,EL,1.73
75.0,30.0,27.5,275.0,IL,1.31
75.0,30.0,27.5,300.0,CL,0.68
75.0,30.0,27.5,300.0,EL,1.7
75.0,30.0,27.5,300.0,IL,1.29
75.0,30.0,30.0,200.0,CL,0.75
75.0,30.0,30.0,200.0,EL,1.92
75.0,30.0,30.0,200.0,IL,1.49
75.0,30.0,30.0,225.0,CL,0.74
75.0,30.0,30.0,225.0,EL,1.89
75.0,30.0,30.0,225.0,IL,1.47
75.0,30.0,30.0,250.0,CL,0.74
75.0,30.0,30.0,250.0,EL,1.85
75.0,30.0,30.0,250.0,IL,1.44
75.0,30.0,30.0,275.0,CL,0.73
75.0,30.0,30.0,275.0,EL,1.82
75.0,30.0,30.0,275.0,IL,1.41
75.0,30.0,30.0,300.0,CL,0.73
75.0,30.0,30.0,300.0,EL,1.79
75.0,30.0,30.0,300.0,IL,1.39
75.0,35.0,20.0,200.0,CL,0.49
75.0,35.0,20.0,200.0,EL,1.3
75.0,35.0,20.0,200.0,IL,0.95
75.0,35.0,20.0,225.0,CL,0.49
75.0,35.0,20.0,225.0,EL,1.28
75.0,35.0,20.0,225.0,IL,0.93
75.0,35.0,20.0,250.0,CL,0.49
75.0,35.0,20.0,250.0,EL,1.26
75.0,35.0,20.0,250.0,IL,0.92
75.0,35.0,20.0,275.0,CL,0.48
75.0,35.0,20.0,275.0,EL,1.25
75.0,35.0,20.0,275.0,IL,0.9
75.0,35.0,20.0,300.0,CL,0.48
75.0,35.0,20.0,300.0,EL,1.23
75.0,35.0,20.0,300.0,IL,0.89
75.0,35.0,22.5,200.0,CL,0.49
75.0,35.0,22.5,200.0,EL,1.42
75.0,35.0,22.5,200.0,IL,1.04
75.0,35.0,22.5,225.0,CL,0.49
75.0,35.0,22.5,225.0,EL,1.39
75.0,35.0,22.5,225.0,IL,1.03
75.0,35.0,22.5,250.0,CL,0.49
75.0,35.0,22.5,250.0,EL,1.37
75.0,35.0,22.5,250.0,IL,1.01
75.0,35.0,22.5,275.0,CL,0.48
75.0,35.0,22.5,275.0,EL,1.35
75.0,35.0,22.5,275.0,IL,0.99
75.0,35.0,22.5,300.0,CL,0.48
75.0,35.0,22.5,300.0,EL,1.33
75.0,35.0,22.5,300.0,IL,0.98
75.0,35.0,25.0,200.0,CL,0.57
75.0,35.0,25.0,200.0,EL,1.51
75.0,35.0,25.0,200.0,IL,1.14
75.0,35.0,25.0,225.0,CL,0.56
75.0,35.0,25.0,225.0,EL,1.48
75.0,35.0,25.0,225.0,IL,1.12
75.0,35.0,25.0,250.0,CL,0.56
75.0,35.0,25.0,250.0,EL,1.46
75.0,35.0,25.0,250.0,IL,1.1
75.0,35.0,25.0,275.0,CL,0.55
75.0,35.0,25.0,275.0,EL,1.44
75.0,35.0,25.0,275.0,IL,1.08
75.0,35.0,25.0,300.0,CL,0.55
75.0,35.0,25.0,300.0,EL,1.42
75.0,35.0,25.0,300.0,IL,1.07
75.0,35.0,27.5,200.0,CL,0.61
75.0,35.0,27.5,200.0,EL,1.6
75.0,35.0,27.5,200.0,IL,1.22
75.0,35.0,27.5,225.0,CL,0.61
75.0,35.0,27.5,225.0,EL,1.57
75.0,35.0,27.5,225.0,IL,1.2
75.0,35.0,27.5,250.0,CL,0.6
75.0,35.0,27.5,250.0,EL,1.55
75.0,35.0,27.5,250.0,IL,1.18
75.0,35.0,27.5,275.0,CL,0.6
75.0,35.0,27.5,275.0,EL,1.52
75.0,35.0,27.5,275.0,IL,1.16
75.0,35.0,27.5,300.0,CL,0.59
75.0,35.0,27.5,300.0,EL,1.5
75.0,35.0,27.5,300.0,IL,1.14
75.0,35.0,30.0,200.0,CL,0.65
75.0,35.0,30.0,200.0,EL,1.69
75.0,35.0,30.0,200.0,IL,1.31
75.0,35.0,30.0,225.0,CL,0.64
75.0,35.0,30.0,225.0,EL,1.66
75.0,35.0,30.0,225.0,IL,1.29
75.0,35.0,30.0,250.0,CL,0.64
75.0,35.0,30.0,250.0,EL,1.63
75.0,35.0,30.0,250.0,IL,1.27
75.0,35.0,30.0,275.0,CL,0.64
75.0,35.0,30.0,275.0,EL,1.61
75.0,35.0,30.0,275.0,IL,1.25
75.0,35.0,30.0,300.0,CL,0.63
75.0,35.0,30.0,300.0,EL,1.58
75.0,35.0,30.0,300.0,IL,1.23
100.0,20.0,20.0,200.0,CL,0.48
100.0,20.0,20.0,200.0,EL,1.32
100.0,20.0,20.0,200.0,IL,0.96
100.0,20.0,20.0,225.0,CL,0.48
