Thickness_mm,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Flexure_SR
60.00,30.00,27.50,275.00,CL,1.02
60.00,30.00,27.50,275.00,EL,2.34
60.00,30.00,27.50,275.00,IL,1.76
60.00,30.00,27.50,300.00,CL,1.02
60.00,30.00,27.50,300.00,EL,2.28
60.00,30.00,27.50,300.00,IL,1.72
60.00,30.00,30.00,200.00,CL,1.12
60.00,30.00,30.00,200.00,EL,2.65
60.00,30.00,30.00,200.00,IL,2.05
60.00,30.00,30.00,225.00,CL,1.11
60.00,30.00,30.00,225.00,EL,2.57
60.00,30.00,30.00,225.00,IL,1.99
60.00,30.00,30.00,250.00,CL,1.1
60.00,30.00,30.00,250.00,EL,2.51
60.00,30.00,30.00,250.00,IL,1.94
60.00,30.00,30.00,275.00,CL,1.09
60.00,30.00,30.00,275.00,EL,2.45
60.00,30.00,30.00,275.00,IL,1.89
60.00,30.00,30.00,300.00,CL,1.08
60.00,30.00,30.00,300.00,EL,2.39
60.00,30.00,30.00,300.00,IL,1.84
60.00,35.00,20.00,200.00,CL,0.74
60.00,35.00,20.00,200.00,EL,1.84
60.00,35.00,20.00,200.00,IL,1.32
60.00,35.00,20.00,225.00,CL,0.74
60.00,35.00,20.00,225.00,EL,1.8
60.00,35.00,20.00,225.00,IL,1.29
60.00,35.00,20.00,250.00,CL,0.73
60.00,35.00,20.00,250.00,EL,1.76
60.00,35.00,20.00,250.00,IL,1.26
60.00,35.00,20.00,275.00,CL,0.73
60.00,35.00,20.00,275.00,EL,1.72
60.00,35.00,20.00,275.00,IL,1.24
60.00,35.00,20.00,300.00,CL,0.72
60.00,35.00,20.00,300.00,EL,1.69
60.00,35.00,20.00,300.00,IL,1.21
60.00,35.00,22.50,200.00,CL,0.8
60.00,35.00,22.50,200.00,EL,1.99
60.00,35.00,22.50,200.00,IL,1.46
60.00,35.00,22.50,225.00,CL,0.79
60.00,35.00,22.50,225.00,EL,1.94
60.00,35.00,22.50,225.00,IL,1.42
60.00,35.00,22.50,250.00,CL,0.79
60.00,35.00,22.50,250.00,EL,1.9
60.00,35.00,22.50,250.00,IL,1.39
60.00,35.00,22.50,275.00,CL,0.78
60.00,35.00,22.50,275.00,EL,1.86
60.00,35.00,22.50,275.00,IL,1.36
60.00,35.00,22.50,300.00,CL,0.78
60.00,35.00,22.50,300.00,EL,1.82
60.00,35.00,22.50,300.00,IL,1.33
60.00,35.00,25.00,200.00,CL,0.85
60.00,35.00,25.00,200.00,EL,2.12
60.00,35.00,25.00,200.00,IL,1.58
60.00,35.00,25.00,225.00,CL,0.84
60.00,35.00,25.00,225.00,EL,2.07
60.00,35.00,25.00,225.00,IL,1.54
60.00,35.00,25.00,250.00,CL,0.84
60.00,35.00,25.00,250.00,EL,2.02
60.00,35.00,25.00,250.00,IL,1.5
60.00,35.00,25.00,275.00,CL,0.83
60.00,35.00,25.00,275.00,EL,1.97
60.00,35.00,25.00,275.00,IL,1.47
60.00,35.00,25.00,300.00,CL,0.83
60.00,35.00,25.00,300.00,EL,1.93
60.00,35.00,25.00,300.00,IL,1.44
60.00,35.00,27.50,200.00,CL,0.91
60.00,35.00,27.50,200.00,EL,2.23
60.00,35.00,27.50,200.00,IL,1.69
60.00,35.00,27.50,225.00,CL,0.9
60.00,35.00,27.50,225.00,EL,2.18
60.00,35.00,27.50,225.00,IL,1.65
60.00,35.00,27.50,250.00,CL,0.89
60.00,35.00,27.50,250.00,EL,2.13
60.00,35.00,27.50,250.00,IL,1.61
60.00,35.00,27.50,275.00,CL,0.89
60.00,35.00,27.50,275.00,EL,2.08
60.00,35.00,27.50,275.00,IL,1.57
60.00,35.00,27.50,300.00,CL,0.88
60.00,35.00,27.50,300.00,EL,2.04
60.00,35.00,27.50,300.00,IL,1.54
60.00,35.00,30.00,200.00,CL,0.97
60.00,35.00,30.00,200.00,EL,2.35
60.00,35.00,30.00,200.00,IL,1.82
60.00,35.00,30.00,225.00,CL,0.96
60.00,35.00,30.00,225.00,EL,2.29
60.00,35.00,30.00,225.00,IL,1.77
60.00,35.00,30.00,250.00,CL,0.95
60.00,35.00,30.00,250.00,EL,2.23
60.00,35.00,30.00,250.00,IL,1.72
60.00,35.00,30.00,275.00,CL,0.95
60.00,35.00,30.00,275.00,EL,2.18
60.00,35.00,30.00,275.00,IL,1.68
60.00,35.00,30.00,300.00,CL,0.94
60.00,35.00,30.00,300.00,EL,2.13
60.00,35.00,30.00,300.00,IL,1.65
75.00,20.00,20.00,200.00,CL,0.83
75.00,20.00,20.00,200.00,EL,2.09
75.00,20.00,20.00,200.00,IL,1.51
75.00,20.00,20.00,225.00,CL,0.83
75.00,20.00,20.00,225.00,EL,2.05
75.00,20.00,20.00,225.00,IL,1.48
75.00,20.00,20.00,250.00,CL,0.82
75.00,20.00,20.00,250.00,EL,2
75.00,20.00,20.00,250.00,IL,1.45
75.00,20.00,20.00,275.00,CL,0.81
75.00,20.00,20.00,275.00,EL,1.96
75.00,20.00,20.00,275.00,IL,1.42
75.00,20.00,20.00,300.00,CL,0.81
75.00,20.00,20.00,300.00,EL,1.93
75.00,20.00,20.00,300.00,IL,1.39
75.00,20.00,22.50,200.00,CL,0.83
75.00,20.00,22.50,200.00,EL,2.27
75.00,20.00,22.50,200.00,IL,1.67
75.00,20.00,22.50,225.00,CL,0.83
75.00,20.00,22.50,225.00,EL,2.22
75.00,20.00,22.50,225.00,IL,1.63
75.00,20.00,22.50,250.00,CL,0.82
75.00,20.00,22.50,250.00,EL,2.17
75.00,20.00,22.50,250.00,IL,1.59
75.00,20.00,22.50,275.00,CL,0.81
75.00,20.00,22.50,275.00,EL,2.13
75.00,20.00,22.50,275.00,IL,1.56
75.00,20.00,22.50,300.00,CL,0.81
75.00,20.00,22.50,300.00,EL,2.09
75.00,20.00,22.50,300.00,IL,1.53
75.00,20.00,25.00,200.00,CL,0.95
75.00,20.00,25.00,200.00,EL,2.41
75.00,20.00,25.00,200.00,IL,1.81
75.00,20.00,25.00,225.00,CL,0.95
75.00,20.00,25.00,225.00,EL,2.36
75.00,20.00,25.00,225.00,IL,1.77
75.00,20.00,25.00,250.00,CL,0.94
75.00,20.00,25.00,250.00,EL,2.3
75.00,20.00,25.00,250.00,IL,1.73
75.00,20.00,25.00,275.00,CL,0.93
75.00,20.00,25.00,275.00,EL,2.26
75.00,20.00,25.00,275.00,IL,1.69
75.00,20.00,25.00,300.00,CL,0.93
75.00,20.00,25.00,300.00,EL,2.21
75.00,20.00,25.00,300.00,IL,1.66
75.00,20.00,27.50,200.00,CL,1.03
75.00,20.00,27.50,200.00,EL,2.55
75.00,20.00,27.50,200.00,IL,1.94
75.00,20.00,27.50,225.00,CL,1.02
75.00,20.00,27.50,225.00,EL,2.49
75.00,20.00,27.50,225.00,IL,1.89
75.00,20.00,27.50,250.00,CL,1.01
75.00,20.00,27.50,250.00,EL,2.44
75.00,20.00,27.50,250.00,IL,1.85
75.00,20.00,27.50,275.00,CL,1
75.00,20.00,27.50,275.00,EL,2.38
75.00,20.00,27.50,275.00,IL,1.81
75.00,20.00,27.50,300.00,CL,0.99
75.00,20.00,27.50,300.00,EL,2.34
75.00,20.00,27.50,300.00,IL,1.77
75.00,20.00,30.00,200.00,CL,1.09
75.00,20.00,30.00,200.00,EL,2.68
75.00,20.00,30.00,200.00,IL,2.08
75.00,20.00,30.00,225.00,CL,1.08
75.00,20.00,30.00,225.00,EL,2.62
75.00,20.00,30.00,225.00,IL,2.03
75.00,20.00,30.00,250.00,CL,1.07
75.00,20.00,30.00,250.00,EL,2.56
75.00,20.00,30.00,250.00,IL,1.98
75.00,20.00,30.00,275.00,CL,1.07
75.00,20.00,30.00,275.00,EL,2.5
75.00,20.00,30.00,275.00,IL,1.94
75.00,20.00,30.00,300.00,CL,1.06
75.00,20.00,30.00,300.00,EL,2.45
75.00,20.00,30.00,300.00,IL,1.9
75.00,25.00,20.00,200.00,CL,0.68
75.00,25.00,20.00,200.00,EL,1.74
75.00,25.00,20.00,200.00,IL,1.26
75.00,25.00,20.00,225.00,CL,0.67
75.00,25.00,20.00,225.00,EL,1.71
75.00,25.00,20.00,225.00,IL,1.23
75.00,25.00,20.00,250.00,CL,0.67
75.00,25.00,20.00,250.00,EL,1.67
75.00,25.00,20.00,250.00,IL,1.21
75.00,25.00,20.00,275.00,CL,0.66
75.00,25.00,20.00,275.00,EL,1.64
75.00,25.00,20.00,275.00,IL,1.19
75.00,25.00,20.00,300.00,CL,0.66
75.00,25.00,20.00,300.00,EL,1.62
75.00,25.00,20.00,300.00,IL,1.17
75.00,25.00,22.50,200.00,CL,0.68
75.00,25.00,22.50,200.00,EL,1.89
75.00,25.00,22.50,200.00,IL,1.39
75.00,25.00,22.50,225.00,CL,0.67
75.00,25.00,22.50,225.00,EL,1.85
75.00,25.00,22.50,225.00,IL,1.36
75.00,25.00,22.50,250.00,CL,0.67
75.00,25.00,22.50,250.00,EL,1.82
75.00,25.00,22.50,250.00,IL,1.33
75.00,25.00,22.50,275.00,CL,0.66
75.00,25.00,22.50,275.00,EL,1.78
75.00,25.00,22.50,275.00,IL,1.31
75.00,25.00,22.50,300.00,CL,0.66
75.00,25.00,22.50,300.00,EL,1.75
75.00,25.00,22.50,300.00,IL,1.28
75.00,25.00,25.00,200.00,CL,0.78
75.00,25.00,25.00,200.00,EL,2.01
75.00,25.00,25.00,200.00,IL,1.51
75.00,25.00,25.00,225.00,CL,0.77
75.00,25.00,25.00,225.00,EL,1.97
75.00,25.00,25.00,225.00,IL,1.48
75.00,25.00,25.00,250.00,CL,0.76
75.00,25.00,25.00,250.00,EL,1.93
75.00,25.00,25.00,250.00,IL,1.45
75.00,25.00,25.00,275.00,CL,0.76
75.00,25.00,25.00,275.00,EL,1.89
75.00,25.00,25.00,275.00,IL,1.42
75.00,25.00,25.00,300.00,CL,0.75
75.00,25.00,25.00,300.00,EL,1.86
75.00,25.00,25.00,300.00,IL,1.39
75.00,25.00,27.50,200.00,CL,0.83
75.00,25.00,27.50,200.00,EL,2.13
75.00,25.00,27.50,200.00,IL,1.61
75.00,25.00,27.50,225.00,CL,0.83
75.00,25.00,27.50,225.00,EL,2.08
75.00,25.00,27.50,225.00,IL,1.58
75.00,25.00,27.50,250.00,CL,0.82
75.00,25.00,27.50,250.00,EL,2.04
75.00,25.00,27.50,250.00,IL,1.55
75.00,25.00,27.50,275.00,CL,0.81
75.00,25.00,27.50,275.00,EL,2
75.00,25.00,27.50,275.00,IL,1.52
75.00,25.00,27.50,300.00,CL,0.81
75.00,25.00,27.50,300.00,EL,1.97
75.00,25.00,27.50,300.00,IL,1.49
75.00,25.00,30.00,200.00,CL,0.89
75.00,25.00,30.00,200.00,EL,2.24
75.00,25.00,30.00,200.00,IL,1.74
75.00,25.00,30.00,225.00,CL,0.88
75.00,25.00,30.00,225.00,EL,2.19
75.00,25.00,30.00,225.00,IL,1.7
75.00,25.00,30.00,250.00,CL,0.87
75.00,25.00,30.00,250.00,EL,2.15
75.00,25.00,30.00,250.00,IL,1.66
75.00,25.00,30.00,275.00,CL,0.87
75.00,25.00,30.00,275.00,EL,2.11
75.00,25.00,30.00,275.00,IL,1.63
75.00,25.00,30.00,300.00,CL,0.86
75.00,25.00,30.00,300.00,EL,2.07
75.00,25.00,30.00,300.00,IL,1.6
75.00,30.00,20.00,200.00,CL,0.57
75.00,30.00,20.00,200.00,EL,1.49
75.00,30.00,20.00,200.00,IL,1.08
75.00,30.00,20.00,225.00,CL,0.57
75.00,30.00,20.00,225.00,EL,1.46
75.00,30.00,20.00,225.00,IL,1.06
75.00,30.00,20.00,250.00,CL,0.56
75.00,30.00,20.00,250.00,EL,1.44
75.00,30.00,20.00,250.00,IL,1.04
75.00,30.00,20.00,275.00,CL,0.56
75.00,30.00,20.00,275.00,EL,1.42
75.00,30.00,20.00,275.00,IL,1.03
75.00,30.00,20.00,300.00,CL,0.55
75.00,30.00,20.00,300.00,EL,1.4
75.00,30.00,20.00,300.00,IL,1.01
75.00,30.00,22.50,200.00,CL,0.57
75.00,30.00,22.50,200.00,EL,1.62
75.00,30.00,22.50,200.00,IL,1.19
75.00,30.00,22.50,225.00,CL,0.57
75.00,30.00,22.50,225.00,EL,1.59
75.00,30.00,22.50,225.00,IL,1.17
75.00,30.00,22.50,250.00,CL,0.56
75.00,30.00,22.50,250.00,EL,1.56
75.00,30.00,22.50,250.00,IL,1.15
75.00,30.00,22.50,275.00,CL,0.56
75.00,30.00,22.50,275.00,EL,1.54
75.00,30.00,22.50,275.00,IL,1.13
75.00,30.00,22.50,300.00,CL,0.55
75.00,30.00,22.50,300.00,EL,1.51
75.00,30.00,22.50,300.00,IL,1.11
75.00,30.00,25.00,200.00,CL,0.65
75.00,30.00,25.00,200.00,EL,1.72
75.00,30.00,25.00,200.00,IL,1.3
75.00,30.00,25.00,225.00,CL,0.65
75.00,30.00,25.00,225.00,EL,1.69
75.00,30.00,25.00,225.00,IL,1.27
75.00,30.00,25.00,250.00,CL,0.64
75.00,30.00,25.00,250.00,EL,1.66
75.00,30.00,25.00,250.00,IL,1.25
75.00,30.00,25.00,275.00,CL,0.64
75.00,30.00,25.00,275.00,EL,1.63
75.00,30.00,25.00,275.00,IL,1.23
75.00,30.00,25.00,300.00,CL,0.64
75.00,30.00,25.00,300.00,EL,1.61
75.00,30.00,25.00,300.00,IL,1.21
75.00,30.00,27.50,200.00,CL,0.7
75.00,30.00,27.50,200.00,EL,1.83
75.00,30.00,27.50,200.00,IL,1.39
75.00,30.00,27.50,225.00,CL,0.7
75.00,30.00,27.50,225.00,EL,1.79
75.00,30.00,27.50,225.00,IL,1.36
75.00,30.00,27.50,250.00,CL,0.69
75.00,30.00,27.50,250.00,EL,1.76
75.00,30.00,27.50,250.00,IL,1.34
75.00,30.00,27.50,275.00,CL,0.69
75.00,30.00,27.50,275.00,EL,1.73
75.00,30.00,27.50,275.00,IL,1.31
75.00,30.00,27.50,300.00,CL,0.68
75.00,30.00,27.50,300.00,EL,1.7
75.00,30.00,27.50,300.00,IL,1.29
75.00,30.00,30.00,200.00,CL,0.75
75.00,30.00,30.00,200.00,EL,1.92
75.00,30.00,30.00,200.00,IL,1.49
75.00,30.00,30.00,225.00,CL,0.74
75.00,30.00,30.00,225.00,EL,1.89
75.00,30.00,30.00,225.00,IL,1.47
75.00,30.00,30.00,250.00,CL,0.74
75.00,30.00,30.00,250.00,EL,1.85
75.00,30.00,30.00,250.00,IL,1.44
75.00,30.00,30.00,275.00,CL,0.73
75.00,30.00,30.00,275.00,EL,1.82
75.00,30.00,30.00,275.00,IL,1.41
75.00,30.00,30.00,300.00,CL,0.73
75.00,30.00,30.00,300.00,EL,1.79
75.00,30.00,30.00,300.00,IL,1.39
75.00,35.00,20.00,200.00,CL,0.49
75.00,35.00,20.00,200.00,EL,1.3
75.00,35.00,20.00,200.00,IL,0.95
75.00,35.00,20.00,225.00,CL,0.49
75.00,35.00,20.00,225.00,EL,1.28
75.00,35.00,20.00,225.00,IL,0.93
75.00,35.00,20.00,250.00,CL,0.49
75.00,35.00,20.00,250.00,EL,1.26
75.00,35.00,20.00,250.00,IL,0.92
75.00,35.00,20.00,275.00,CL,0.48
75.00,35.00,20.00,275.00,EL,1.25
75.00,35.00,20.00,275.00,IL,0.9
75.00,35.00,20.00,300.00,CL,0.48
75.00,35.00,20.00,300.00,EL,1.23
75.00,35.00,20.00,300.00,IL,0.89
75.00,35.00,22.50,200.00,CL,0.49
75.00,35.00,22.50,200.00,EL,1.42
75.00,35.00,22.50,200.00,IL,1.04
75.00,35.00,22.50,225.00,CL,0.49
75.00,35.00,22.50,225.00,EL,1.39
75.00,35.00,22.50,225.00,IL,1.03
75.00,35.00,22.50,250.00,CL,0.49
75.00,35.00,22.50,250.00,EL,1.37
75.00,35.00,22.50,250.00,IL,1.01
75.00,35.00,22.50,275.00,CL,0.48
75.00,35.00,22.50,275.00,EL,1.35
75.00,35.00,22.50,275.00,IL,0.99
75.00,35.00,22.50,300.00,CL,0.48
75.00,35.00,22.50,300.00,EL,1.33
75.00,35.00,22.50,300.00,IL,0.98
75.00,35.00,25.00,200.00,CL,0.57
75.00,35.00,25.00,200.00,EL,1.51
75.00,35.00,25.00,200.00,IL,1.14
75.00,35.00,25.00,225.00,CL,0.56
75.00,35.00,25.00,225.00,EL,1.48
75.00,35.00,25.00,225.00,IL,1.12
75.00,35.00,25.00,250.00,CL,0.56
75.00,35.00,25.00,250.00,EL,1.46
75.00,35.00,25.00,250.00,IL,1.1
75.00,35.00,25.00,275.00,CL,0.55
75.00,35.00,25.00,275.00,EL,1.44
75.00,35.00,25.00,275.00,IL,1.08
75.00,35.00,25.00,300.00,CL,0.55
75.00,35.00,25.00,300.00,EL,1.42
75.00,35.00,25.00,300.00,IL,1.07
75.00,35.00,27.50,200.00,CL,0.61
75.00,35.00,27.50,200.00,EL,1.6
75.00,35.00,27.50,200.00,IL,1.22
75.00,35.00,27.50,225.00,CL,0.61
75.00,35.00,27.50,225.00,EL,1.57
75.00,35.00,27.50,225.00,IL,1.2
75.00,35.00,27.50,250.00,CL,0.6
75.00,35.00,27.50,250.00,EL,1.55
75.00,35.00,27.50,250.00,IL,1.18
75.00,35.00,27.50,275.00,CL,0.6
75.00,35.00,27.50,275.00,EL,1.52
75.00,35.00,27.50,275.00,IL,1.16
75.00,35.00,27.50,300.00,CL,0.59
75.00,35.00,27.50,300.00,EL,1.5
75.00,35.00,27.50,300.00,IL,1.14
75.00,35.00,30.00,200.00,CL,0.65
75.00,35.00,30.00,200.00,EL,1.69
75.00,35.00,30.00,200.00,IL,1.31
75.00,35.00,30.00,225.00,CL,0.64
75.00,35.00,30.00,225.00,EL,1.66
75.00,35.00,30.00,225.00,IL,1.29
75.00,35.00,30.00,250.00,CL,0.64
75.00,35.00,30.00,250.00,EL,1.63
75.00,35.00,30.00,250.00,IL,1.27
75.00,35.00,30.00,275.00,CL,0.64
75.00,35.00,30.00,275.00,EL,1.61
75.00,35.00,30.00,275.00,IL,1.25
75.00,35.00,30.00,300.00,CL,0.63
75.00,35.00,30.00,300.00,EL,1.58
75.00,35.00,30.00,300.00,IL,1.23
100.00,20.00,20.00,200.00,CL,0.48
100.00,20.00,20.00,200.00,EL,1.32
100.00,20.00,20.00,200.00,IL,0.96
100.00,20.00,20.00,225.00,CL,0.48
